tconst	averageRating	numVotes
tt1321805	7.2	6685
tt1322234	6.4	19
tt1323296	8.9	11
tt1323577	9.3	19
tt1323584	7.6	12
tt1327032	2.8	7
tt1327801	6.8	158997
tt1327822	6.0	8
tt13292462	8.9	175
tt13317578	8.6	415
tt1333237	6.3	6
tt13350620	7.4	405
tt13358422	8.2	13
tt1340082	6.4	41
tt1340431	7.2	17
tt13433084	7.9	80
tt13444424	5.6	36
tt1346141	8.0	13
tt1349299	6.4	10
tt13499396	2.3	345
tt1350956	5.3	14
tt13522456	9.8	11
tt13523658	7.8	6
tt1354306	8.0	225
tt13557672	6.1	220
tt1358522	8.2	149552
tt1358896	6.7	19
tt1358974	5.9	16
tt13606910	5.4	64
tt1362140	7.5	13
tt13622956	6.8	5961
tt13630506	7.4	191
tt1363310	8.3	915
tt13648238	6.0	12
tt1368477	6.2	36
tt13786072	7.2	777
tt1379169	4.9	152
tt13793054	5.8	6
tt1380611	8.2	30
tt13814840	6.7	734
tt1381767	5.9	1891
tt13852642	5.5	7559
tt13866548	4.8	30
tt13885684	7.7	25
tt13899906	7.6	700
tt13913020	6.1	22
tt1396212	6.7	619
tt1396484	7.3	647430
tt13978950	7.8	85
tt13991256	3.0	23
tt1401106	7.6	2537
tt14022920	7.2	51
tt1404048	7.3	41
tt14045462	8.2	731
tt1405406	7.7	368465
tt14061860	6.3	36
tt14075072	8.4	98
tt1408056	7.0	8
tt14090954	7.2	14
tt1409652	6.3	23
tt1410322	7.0	7
tt14116450	5.7	23
tt14135956	7.3	1524
tt14137234	6.2	10
tt14164732	6.1	17
tt14165926	7.8	408
tt1416765	8.3	41572
tt14177164	8.1	12
tt14180156	4.9	129
tt14197748	7.5	219
tt14200090	6.9	33
tt14203460	7.9	974
tt14222138	7.5	18
tt14226988	9.8	9
tt14258160	8.3	22
tt14260474	6.0	9
tt14272568	5.6	11
tt1428449	7.8	6
tt14295864	5.2	71
tt14315360	8.6	335
tt14315898	7.9	10
tt14324464	8.7	16
tt1432702	6.9	22
tt14354316	3.7	7
tt1440188	6.0	81
tt1441107	8.0	572
tt1441927	6.5	8
tt14419876	7.1	760
tt1442109	7.5	15826
tt1442540	6.2	18
tt14429744	7.7	457
tt14437510	8.9	4267
tt1444311	4.5	15
tt14463136	9.3	2109
tt1447480	6.6	409
tt14479956	6.1	77
tt14483784	6.2	25
tt1452805	7.6	799
tt1460160	7.3	18
tt1460534	8.4	686
tt14609588	8.2	613
tt1461418	7.5	8187
tt1465496	5.1	576
tt1467584	8.1	9
tt1467591	7.9	22
tt1468737	6.7	127
tt14694886	6.7	40
tt1470000	7.6	14
tt1472584	4.6	21196
tt1474465	7.6	10
tt1474684	8.4	159648
tt14748716	7.8	5
tt14750304	8.1	187
tt1475582	9.0	1052183
tt1477534	7.6	994
tt14818804	6.2	25
tt1483798	7.1	20
tt1486161	8.8	14
tt14872218	7.8	1955
tt14878748	6.5	6
tt14906086	6.0	19
tt14911598	7.0	28
tt14916626	7.4	92
tt1494731	8.0	96
tt14948392	9.0	1442
tt1496775	1.0	11
tt14972140	6.3	13
tt1497889	7.3	12
tt14980078	3.1	7
tt1499824	8.7	1214
tt15003736	9.7	6
tt1501661	8.6	19
tt15017814	7.7	35
tt15039206	6.2	21
tt15039908	8.6	571
tt15048606	5.7	6286
tt15049210	1.8	1031
tt1505567	8.2	49
tt15062278	10.0	8
tt15077860	6.3	36
tt15095976	6.6	567
tt1509767	5.7	114188
tt15105910	8.6	244
tt1511426	5.6	7
tt15115828	7.6	8
tt15120908	8.3	63
tt15134130	5.8	25
tt15134132	6.4	25
tt15140286	9.4	364
tt1514913	7.8	1749
tt15153830	5.0	104
tt15169386	7.9	23
tt1517177	6.7	5474
tt15186872	8.0	32
tt1519433	8.7	378
tt1520211	8.1	1147678
tt1520618	7.9	4050
tt15214932	6.7	51
tt15216118	7.7	168
tt15234012	8.1	140
tt15238502	8.0	27
tt1524993	6.1	1181
tt15251382	7.1	12
tt1525182	5.7	1514
tt1525759	7.3	8
tt15308650	8.6	5
tt15314748	8.7	284
tt15333544	7.8	1051
tt1533530	8.8	5930
tt15345798	8.0	35
tt15353184	6.9	111
tt15358484	8.6	14
tt1536269	7.6	14
tt15374482	7.6	8
tt15379192	7.5	29
tt1538824	7.8	13
tt1538838	7.4	14
tt15391356	7.8	125
tt15396722	7.9	10
tt15399064	7.1	64
tt1541262	7.3	7
tt1541874	5.4	9051
tt1542295	6.9	174
tt1543892	8.5	12
tt15445350	6.8	168
tt15446374	8.0	82
tt1544989	5.0	16
tt1545527	8.6	66
tt15476438	7.1	28
tt1549907	6.3	34
tt15521816	7.1	191
tt15521934	8.1	1084
tt15562458	7.5	392
tt1558177	6.0	28
tt1558978	8.9	7
tt1559912	8.0	2742
tt1564349	6.8	26339
tt15669400	6.8	5
tt15670154	6.8	6
tt15710906	8.8	6
tt15744920	7.2	62
tt1574530	7.8	7
tt1575388	5.5	17
tt15760020	8.2	12
tt1576601	8.2	2392
tt15768530	7.5	310
tt1578873	7.4	184301
tt1579247	6.1	18521
tt1584937	5.3	84
tt15850210	7.1	56
tt1585675	8.1	2912
tt1588714	8.7	15
tt15891670	6.6	9
tt1590961	7.2	16764
tt1595859	7.7	51961
tt1600194	7.4	81194
tt1604113	6.5	3545
tt1611257	9.0	6
tt16114316	6.8	24
tt1615919	8.1	42309
tt16161400	7.3	364
tt16211188	7.3	11
tt1625340	5.6	8692
tt16266240	6.5	496
tt16279180	2.3	7
tt16312160	7.1	63
tt16316284	7.5	56
tt1632708	6.5	410417
tt1634003	6.4	10808
tt16345630	7.9	188
tt1635950	8.1	2092
tt16364550	7.4	437
tt1637700	6.3	7
tt1637727	8.3	129621
tt1638844	7.3	111
tt16391564	7.7	99
tt16404408	7.9	435
tt1641384	8.6	48846
tt1644150	7.4	97
tt1644168	7.4	117
tt16441788	5.1	16
tt1644223	7.1	132
tt16443034	6.4	34
tt1645662	7.6	134
tt1647241	7.5	217
tt1649463	8.5	2728
tt1650041	4.0	392
tt1652428	5.1	117
tt1659175	8.1	9634
tt1660881	2.3	14
tt16736976	5.4	12
tt1674928	6.8	2915
tt1679235	4.1	26774
tt1684557	6.9	64
tt1688779	7.8	1475
tt16915352	6.9	27
tt1695160	3.4	10
tt16985502	4.4	6
tt1699440	6.4	846
tt17005130	8.1	586
tt1700841	6.1	220284
tt17013512	6.9	12
tt1702333	5.8	43
tt1702439	6.7	119284
tt1703148	6.7	42119
tt17058120	7.7	16
tt1705952	4.8	13265
tt1706531	8.4	1128
tt1718535	7.2	26
tt1718827	7.1	23
tt1724294	8.4	10
tt1727294	6.3	33
tt1727778	6.6	39
tt1728833	8.3	114
tt17297774	7.0	13
tt1732870	6.6	35
tt1736017	5.1	26
tt1736078	7.7	2096
tt1743653	7.9	155
tt1747465	7.5	16
tt1749004	7.5	10500
tt1752113	8.0	527
tt1753523	8.0	9
tt1753597	5.1	724
tt1754656	7.6	69316
tt1755893	3.8	5914
tt1756603	6.2	9
tt1756873	4.8	237
tt1758610	7.0	5050
tt1758772	7.7	26740
tt1758824	7.0	5
tt1761811	6.3	672
tt1762897	8.6	22
tt17633724	8.0	13
tt1764275	6.6	5922
tt1764625	5.9	9544
tt1764666	5.6	450
tt17720030	6.1	214
tt17720272	6.7	15244
tt1773314	3.6	234
tt1779856	6.9	21
tt1780441	7.8	24046
tt1784750	8.3	22
tt1786331	8.4	24
tt1789090	6.7	362
tt1792070	8.6	17
tt1792826	8.5	7
tt1794595	4.7	208
tt1799661	5.1	16
tt1799673	5.8	15
tt1800439	5.8	14
tt18088126	8.2	25
tt1812476	7.5	42
tt1816518	7.8	23401
tt1819509	7.3	41766
tt1821597	6.6	1776
tt1821681	7.3	43758
tt1821698	6.9	20
tt1822456	8.7	87
tt1823664	5.4	42353
tt1824563	6.8	10
tt1825181	6.5	16
tt1826165	6.8	14
tt18266584	7.8	110
tt1826940	7.8	256412
tt1828327	7.5	39213
tt1830351	8.0	65
tt18305936	8.7	9
tt1832789	5.3	151
tt1832979	7.7	58513
tt18338702	8.7	7
tt18347206	8.6	5
tt18350492	7.2	33
tt18350896	6.8	12
tt1836037	8.3	42226
tt1837492	7.4	329942
tt1837576	7.7	82030
tt1837642	7.8	127657
tt1838636	7.8	117
tt1839578	8.5	198795
tt1841107	6.0	24
tt18411668	7.8	12
tt1841215	7.0	74
tt1843230	7.7	243438
tt1843509	8.5	45
tt1844624	7.9	355304
tt1847830	8.7	54
tt1849532	8.8	703
tt1850835	7.8	111
tt1854442	7.9	88
tt18559714	8.1	9
tt1856010	8.6	548163
tt18568010	7.7	23
tt18571590	7.8	113
tt1859578	6.4	49
tt1861218	8.6	23
tt1865769	6.2	20591
tt1865800	7.1	397
tt18687862	6.8	11
tt1869580	6.6	109
tt1872601	7.3	27
tt1872612	8.4	15
tt18765668	8.4	9
tt1877368	8.6	14288
tt1877727	7.2	27
tt1877830	7.8	875846
tt1877889	7.9	16664
tt1878436	7.5	623
tt1883016	9.0	9
tt1884856	7.3	4427
tt1888075	7.8	31113
tt1890880	7.9	6372
tt1894826	8.4	604
tt18967874	8.9	613
tt1905827	8.1	43
tt1909167	8.2	5
tt1914371	6.3	247
tt1915581	6.1	150502
tt1917191	7.6	36
tt1918710	4.8	7
tt1919563	7.3	118
tt1922675	5.8	150
tt19436036	8.1	21
tt1946753	7.4	28
tt1948070	7.6	37
tt1948331	7.8	47
tt1949914	7.8	31
tt1950120	7.6	7
tt19515762	7.7	105
tt1957928	8.4	21
tt19610154	8.2	7
tt1961245	8.6	19
tt19636672	8.1	4323
tt19637618	6.8	23
tt1965856	7.5	18
tt1967540	6.7	76
tt1972410	7.6	7
tt19757232	8.8	6
tt1977193	8.6	10
tt1977814	5.8	5
tt19784080	8.5	405
tt19797336	8.1	103
tt1979884	9.3	862
tt19799362	6.9	19
tt1981120	6.6	5
tt19811244	5.7	8
tt19815578	7.9	4559
tt1985949	6.3	111580
tt1987383	7.4	12
tt19886974	6.7	26
tt19891866	3.7	31
tt19897556	7.6	501
tt1991564	6.7	8018
tt1992241	6.3	41
tt2005224	5.3	8
tt2011990	4.6	9
tt2014280	5.8	7
tt20217424	8.8	13
tt2022170	6.5	13044
tt2022713	7.3	18637
tt20241980	7.2	208
tt2027958	7.4	345
tt2034694	6.0	11
tt2041240	7.4	16
tt20417124	8.3	1292
tt2045172	7.7	8
tt2056366	7.0	29472
tt2060477	6.7	49
tt2061577	6.8	2406
tt2066048	4.1	777
tt2069512	7.8	179
tt2071645	7.4	93558
tt2075059	6.9	127
tt2075062	7.1	122
tt2075241	4.9	200
tt2075392	6.0	158
tt20783606	4.9	37
tt2080922	7.3	981
tt2081374	4.4	877
tt20833508	7.6	10
tt2083383	6.8	70744
tt2083922	4.7	42
tt2085059	8.7	699509
tt20855032	7.3	22
tt20860856	8.5	35
tt20865594	6.7	28
tt2090996	7.9	37
tt2091366	8.8	56
tt2093100	7.4	1371
tt2093270	5.9	8944
tt2096351	7.7	2261
tt21035254	6.2	14
tt2105767	8.8	8
tt2105878	8.5	2459
tt2106520	8.1	11
tt21092242	1.1	241
tt2111104	8.3	69
tt2119544	7.0	17
tt21199612	8.2	45
tt2123129	7.4	6877
tt2123342	5.8	1234
tt21235700	6.3	77
tt21240732	7.4	46
tt21257500	7.5	32
tt2130171	8.2	341
tt2132039	9.1	4955
tt2132479	8.2	33
tt2136138	6.9	4480
tt2139371	6.6	1276
tt21411520	7.0	12
tt21417460	7.5	878
tt21429340	5.9	10
tt2144149	7.5	28
tt2145827	7.2	32
tt2146014	8.2	70
tt2156746	7.3	10
tt2161128	7.6	1281
tt2161664	8.0	202
tt21624542	9.1	10
tt21652944	5.8	6
tt2173849	8.6	21
tt2177489	7.3	22261
tt2179387	7.9	504
tt2180031	6.7	74
tt2180444	7.1	39
tt2180817	8.6	1733
tt21815494	8.3	103
tt2183404	8.3	28384
tt2183641	8.1	23455
tt2184609	7.2	69
tt21874184	7.4	8
tt2188671	8.1	122076
tt2189638	7.1	34
tt21907654	9.1	14
tt2191775	5.6	17
tt2193021	7.5	454912
tt2197994	3.9	29
tt22005990	5.7	189
tt2202471	6.5	1673
tt2203143	6.7	1158
tt2204349	8.2	970
tt2216314	5.4	212
tt2217394	8.4	25
tt2224026	6.5	116969
tt2224075	4.4	2650
tt22261516	7.3	42
tt2226178	7.2	77
tt22264910	5.9	10
tt2229327	8.2	56
tt22334528	4.3	14
tt2235527	7.8	13
tt2247904	7.8	161
tt22493452	6.9	101
tt2262532	7.9	31880
tt2267968	7.1	205966
tt2272760	8.2	6
tt2277860	7.2	321224
tt22806544	6.0	331
tt2288064	7.5	28325
tt22881322	7.8	90
tt2289057	6.3	48
tt22896138	7.2	185
tt2290241	9.2	6
tt2293640	6.4	274391
tt2294189	8.1	126779
tt2296649	5.2	8
tt2299957	7.5	153
tt2307315	5.2	25
tt23132908	7.4	850
tt2314444	7.8	8
tt23180748	6.1	27
tt23220862	6.2	20
tt2323002	9.6	6
tt2323362	7.1	5567
tt2326005	6.8	443
tt2329627	6.6	29
tt2330739	4.3	26
tt23330078	8.8	12
tt2333334	8.0	12
tt2336060	6.5	345
tt2337513	7.3	6
tt2337813	8.2	6
tt2341555	8.3	64
tt23468836	7.4	5838
tt2350456	5.7	16
tt23625580	7.7	293
tt2364303	7.6	8
tt2365946	6.9	19867
tt2366603	7.1	11
tt23709060	7.1	22
tt2372073	7.1	79
tt2372162	8.0	329746
tt23727320	7.1	1077
tt2372760	6.7	380
tt23735500	4.7	12
tt2373701	9.3	15
tt2373743	7.1	1585
tt2375720	8.0	5561
tt2378805	7.1	13
tt2379653	6.2	131
tt2383929	7.7	65
tt23841446	9.2	6
tt2387018	9.1	122
tt2390190	7.1	217
tt2392147	7.3	56
tt2392151	7.4	54
tt2392179	4.6	1024
tt2393275	7.0	167
tt2393823	2.6	619
tt2393825	7.3	192
tt2397266	7.8	17
tt2397461	5.9	18123
tt2397902	8.4	11
tt2399517	6.4	23
tt2400433	4.7	172
tt2401094	8.6	14652
tt24018678	8.5	1232
tt2404299	5.2	3101
tt24068194	4.4	102
tt24132624	7.4	323
tt24177000	7.5	85
tt2422212	2.1	370
tt2427220	7.3	14124
tt2431438	8.2	168024
tt24318780	9.0	33
tt2433250	9.4	77
tt2438550	5.3	55
tt2445758	7.6	8
tt24515764	8.2	19
tt2463304	9.0	27
tt2477230	7.4	13559
tt2481208	4.6	160
tt2484364	8.6	6
tt2486678	7.1	21958
tt2492564	6.7	65
tt2493276	2.9	37
tt24990716	7.2	15
tt2503038	5.2	12
tt2510894	6.6	153714
tt2514026	8.0	18
tt2516968	7.8	75
tt25178278	7.4	5
tt2521668	8.0	21829
tt25219370	7.4	171
tt2530566	8.4	14
tt25386318	7.6	386
tt25389512	4.7	7
tt2542490	7.5	1727
tt2543312	8.4	36961
tt2545384	3.8	578
tt2550874	6.8	11
tt2559324	8.5	28
tt2562356	8.8	7
tt2566580	4.5	617
tt2567026	6.2	129712
tt25728364	7.6	9
tt2575740	5.9	1923
tt2577742	7.5	120
tt25785616	5.6	599
tt2582576	6.3	29302
tt2584188	8.1	10
tt2613028	7.6	26
tt2614804	7.4	9
tt26229000	8.2	240
tt2623488	8.4	221
tt26238474	8.1	214
tt26245650	5.8	259
tt26246546	7.2	286
tt2632424	8.2	155447
tt26345195	5.7	18
tt2638018	7.9	11
tt26392714	5.4	43
tt2641678	6.3	388
tt2644032	7.6	3384
tt26456409	7.2	14
tt2652134	7.5	816
tt2653860	7.4	16
tt2658616	7.2	52
tt26594786	7.2	16
tt2661044	7.5	292730
tt2661078	6.7	37
tt26626803	6.9	17
tt26629266	6.5	12
tt2666246	7.0	6
tt2667562	8.6	2249
tt26739337	8.1	440
tt26755040	1.9	16
tt2679552	5.5	17320
tt2699588	7.5	211
tt27008491	7.7	44
tt2707408	8.7	503827
tt2709260	7.1	428
tt2709542	6.4	15
tt2709768	6.5	228314
tt2710394	7.5	56597
tt2716778	8.4	1449
tt27174655	3.0	6
tt27197388	8.6	120
tt27205817	6.0	5
tt2721900	6.0	7
tt2723286	9.1	164
tt27263084	8.3	8
tt2731386	8.3	56
tt2734790	4.6	180
tt27393729	7.7	199
tt2741602	7.9	291440
tt27435239	7.6	411
tt2748608	6.6	1667
tt2751358	6.3	47
tt2751672	8.3	12
tt2752220	7.7	7
tt27529474	6.5	23
tt2757542	5.7	13
tt27579720	8.4	5
tt27586203	8.5	27
tt27589810	7.5	216
tt27673990	7.6	30
tt27690001	8.2	5
tt2772522	7.8	239
tt2772548	8.4	335
tt27753093	2.6	7
tt27753799	9.6	8
tt2778866	7.0	429
tt27805361	9.4	5
tt27850466	8.2	41
tt27850479	6.8	1362
tt2785486	5.4	10
tt2785688	7.2	8
tt27862648	8.0	583
tt2788526	7.5	2172
tt2788732	6.7	63183
tt27912130	6.6	53
tt27912525	6.8	21
tt27912528	5.7	21
tt27925677	7.1	91
tt2793346	7.7	189
tt2798200	8.6	1840
tt2798800	3.9	8
tt27998687	7.4	7
tt2806870	8.2	50
tt28148034	4.7	21
tt28155931	6.5	139
tt28171842	7.5	16
tt2817246	7.0	4965
tt2819004	6.2	12
tt28235969	7.0	6
tt2825692	8.2	755
tt28264178	8.3	53
tt28319078	7.8	71
tt2837250	5.8	40
tt2847314	8.3	8
tt2849638	8.9	14
tt28516436	9.0	5
tt28554872	5.2	17
tt28554877	6.2	18
tt28603275	7.6	182
tt28612509	7.0	6
tt28634843	9.0	1141
tt28636110	7.3	68
tt28659326	5.5	124
tt28666901	7.9	19
tt28679713	7.4	22
tt2871178	7.4	10
tt28740776	6.2	5
tt28759515	8.0	18
tt28839809	8.0	10
tt28940528	7.7	45
tt2904114	10.0	23
tt29081098	6.8	719
tt29141675	7.6	22
tt2923540	7.6	10
tt2925866	8.1	747
tt29292520	7.7	9
tt2931468	5.2	11
tt2931868	8.2	25
tt2939834	7.8	10
tt29409315	6.4	20
tt29419751	6.5	26
tt29432113	8.1	70
tt2948356	8.0	583345
tt29496839	4.9	30
tt29536836	7.4	21
tt2955402	8.0	7347
tt29578947	6.6	6
tt29580455	6.8	7
tt29632314	6.4	24
tt29633551	6.8	9
tt29712818	8.0	84
tt29719689	7.1	10
tt29748572	9.0	15
tt29748766	9.4	15
tt2980554	6.1	4779
tt2986040	7.8	89
tt29896992	7.7	11
tt2991406	7.1	62
tt29958734	5.4	5
tt2996736	6.7	18
tt2999390	4.2	2039
tt30017586	9.1	622
tt30023315	8.9	14
tt3002570	6.0	14
tt3003964	7.8	23
tt30060596	7.7	12
tt30133283	6.0	28
tt3021686	7.9	11881
tt30217130	6.1	21
tt30308452	6.6	61
tt3032476	9.0	739751
tt3040470	7.1	193
tt3040910	5.2	8
tt3040964	7.3	300014
tt30429654	8.3	6
tt3043274	8.7	9
tt3058354	8.0	11
tt3075216	7.9	85
tt30767160	8.5	68
tt3077282	8.3	1501
tt30810792	7.3	534
tt30842313	5.5	13
tt30852788	7.6	49
tt3091708	6.7	82
tt31014227	5.2	6
tt31033641	9.3	22
tt3103402	5.9	10
tt3105216	7.9	153
tt3105376	7.1	21
tt3107288	7.5	377809
tt31076428	7.8	2920
tt3109616	5.9	25
tt3109618	6.6	16
tt3109622	8.1	53
tt31106165	6.9	28
tt31123386	9.2	43
tt31123390	9.5	36
tt31149690	6.2	10
tt3118030	7.5	340
tt31272419	8.3	24
tt31274928	8.4	8
tt3127636	3.6	1379
tt3127844	8.2	43
tt3129166	7.0	24
tt31309227	8.6	497
tt3132654	8.1	87
tt3133148	5.9	15
tt3136438	9.0	10
tt31450335	7.6	13
tt31465785	7.7	180
tt3148834	6.2	7706
tt31500392	7.8	252
tt31514468	7.9	14
tt3155328	6.2	10439
tt31557220	8.6	21
tt31567455	7.2	16
tt3159818	5.9	860
tt3161448	5.3	969
tt3164210	7.5	38
tt31656529	7.4	43
tt3179414	7.7	17
tt31807494	8.7	7
tt31840729	7.4	175
tt31852634	7.1	172
tt3186534	7.1	13
tt31923182	8.0	11
tt31989964	6.3	13
tt3205638	7.5	369
tt3205802	8.1	174054
tt32066310	8.3	12
tt32083730	7.2	202
tt32084401	8.6	67
tt32103709	8.1	69
tt32111280	7.6	192
tt32125056	9.1	32
tt3218098	7.1	10
tt3218694	7.0	21
tt32205823	7.5	23
tt32254860	9.2	50
tt3226428	5.2	10
tt3227038	6.5	118
tt3227098	7.9	172
tt3230780	7.0	12331
tt3231286	7.1	1498
tt3239216	8.7	33
tt32409227	8.0	50
tt32425659	8.6	675
tt3244082	8.9	2431
tt32446476	8.0	27
tt3246908	6.5	670
tt32564240	7.8	26
tt3257162	6.4	66
tt32592635	8.2	15
tt32599917	7.7	489
tt32600501	1.8	47
tt3262386	6.0	8
tt3270208	5.3	247
tt3273434	5.3	913
tt3274666	3.9	312
tt3277452	5.4	7
tt3278622	9.1	85
tt3279538	7.8	34
tt3284494	8.1	10
tt32856984	7.1	7
tt32889834	8.5	203
tt3299750	6.0	8
tt3300542	5.9	176136
tt33042842	8.6	49
tt33066380	7.2	10
tt33078510	6.6	262
tt3309528	7.9	300
tt33097968	8.1	12
tt33098558	5.5	11
tt33184658	7.5	483
tt3319032	6.1	321
tt3322904	6.3	1744
tt3323254	5.5	3369
tt33269147	8.0	7
tt3331756	8.5	112
tt33327450	7.8	5
tt33354835	7.1	10
tt33381688	7.8	25
tt3338940	6.5	58
tt3339966	7.5	81602
tt3348270	7.6	503
tt33485097	8.5	388
tt33517450	8.2	6
tt3361908	6.4	54
tt3366632	7.7	7
tt3367408	8.5	60
tt3369566	8.0	9
tt3377088	7.2	7
tt3380220	7.8	100
tt3383614	3.5	8
tt3398228	8.8	212262
tt33987663	7.5	66
tt3410380	8.7	10
tt34276125	8.2	127
tt34305461	6.9	10
tt3441810	4.7	1255
tt3444186	8.5	7
tt34541701	6.6	10
tt34544341	7.5	190
tt3460862	7.8	8
tt34609336	6.0	88
tt3462880	4.1	249
tt3467380	7.2	4692
tt3468298	4.4	159
tt34703111	6.6	119
tt34762612	7.0	6
tt3478094	6.0	8
tt34788501	9.3	8
tt3479016	5.7	19
tt34851875	9.2	340
tt3488298	7.7	10298
tt3492636	5.2	79
tt3496820	3.1	12
tt34977848	6.9	21
tt3501074	7.8	28493
tt3502010	4.0	27
tt3505298	5.8	92
tt3508984	4.4	92
tt35113030	8.9	21
tt3520702	7.8	61663
tt3521854	6.5	1953
tt35224109	8.2	154
tt35231126	9.2	5
tt35231481	6.6	9
tt3526078	8.5	162543
tt3526408	5.5	1930
tt3530346	6.4	12
tt3534078	3.5	24
tt3541142	6.9	341
tt3546284	3.4	6
tt35483092	6.9	117
tt3548960	8.4	5
tt3551796	7.3	6382
tt35518994	9.0	413
tt3562366	7.3	168
tt3565816	8.2	1337
tt3566726	7.8	62895
tt3570066	7.7	93
tt35840302	6.1	125
tt35878091	7.8	157
tt3589180	8.6	9
tt3590338	8.6	1257
tt3591950	5.6	55
tt35933611	6.6	39
tt3596274	6.8	62
tt35996457	8.3	51
tt3604232	5.9	1515
tt36042625	7.2	5
tt36068243	8.2	33
tt36071395	7.9	23
tt3609352	8.2	59848
tt36096976	6.3	12
tt36096978	6.1	9
tt3613328	7.2	10
tt3613330	7.6	6
tt3615240	8.6	69
tt3619838	7.9	12
tt3625996	8.7	12
tt36325205	6.9	9
tt3636040	5.9	92
tt36360941	3.9	8147
tt36473251	7.3	6
tt3649936	8.1	21
tt36590729	7.5	1505
tt3667602	7.2	20
tt3669146	7.1	9
tt36825556	8.3	229
tt3687236	5.8	58
tt3687564	7.6	58
tt3691740	6.3	96843
tt3692064	4.2	381
tt36958955	9.5	6
tt3699148	4.3	8
tt3700456	5.1	928
tt3707100	6.2	11
tt3709054	6.5	11
tt3709068	6.6	13
tt3709342	6.9	24
tt3721256	5.7	708
tt3723780	4.3	757
tt3725800	7.8	30
tt3729898	7.6	8557
tt3746526	4.2	20
tt3749900	7.8	247613
tt3767952	8.0	51
tt3768572	7.0	13834
tt3774694	6.1	71420
tt3777430	7.2	8
tt3778038	7.3	15
tt3780070	8.2	8
tt3784056	5.7	17
tt3798268	7.0	21
tt3798792	7.5	9
tt3801720	4.1	36
tt3807022	7.1	2696
tt3807034	6.5	2763
tt3810760	6.6	16911
tt3817140	7.1	1132
tt3826280	6.2	7
tt3832218	8.0	204
tt3839566	6.7	26
tt3839814	8.3	149
tt3850214	7.2	90732
tt3854898	6.6	85
tt3864062	5.9	12
tt3897080	3.1	303
tt3909224	7.7	42453
tt3918010	7.0	26
tt3920890	6.1	933
tt3950906	7.5	56
tt3962300	4.2	7
tt3976342	7.6	10
tt3982768	4.9	85
tt3986390	6.2	642
tt3986586	6.7	30486
tt4007248	5.9	7090
tt4007604	8.3	14
tt4018326	5.5	18
tt4019894	6.2	9
tt4027504	6.4	2111
tt4034452	6.5	9638
tt4046920	8.6	74
tt4046922	9.3	162
tt4047846	7.1	1307
tt4051832	8.0	23534
tt4058210	6.3	1770
tt4061080	7.6	47546
tt4077554	9.2	54507
tt4094300	7.9	23636
tt4102458	7.9	282
tt4103686	6.4	1562
tt4104146	7.5	13
tt4108354	8.8	25
tt4111020	5.9	9
tt4112806	6.8	23
tt4128296	8.1	979
tt4128750	3.5	14
tt4129870	5.7	12218
tt4135176	7.1	199
tt4136328	7.2	199
tt4138574	8.3	6
tt4144332	6.0	2139
tt4155738	7.2	59
tt4166390	7.1	629
tt4177728	7.6	830
tt4189294	6.4	1711
tt4190832	7.2	180
tt4191580	4.8	38279
tt4199786	8.0	11
tt4209846	8.5	14
tt4218356	6.6	292
tt4224442	6.8	35
tt4227364	7.7	16
tt4240774	8.6	124
tt4240786	8.8	109
tt4242116	9.3	11
tt4242732	4.5	82
tt4244668	7.4	1051
tt4245676	7.1	50
tt4253604	7.7	7
tt4254242	7.6	58657
tt4255246	8.1	83
tt4257950	4.3	762
tt4259148	8.2	9
tt4261936	8.6	40
tt4269746	5.6	2950
tt4269860	6.4	8
tt4295140	8.5	17534
tt4302938	7.7	143266
tt4303752	7.6	69
tt4307902	7.7	3409
tt4337322	6.3	23
tt4337644	6.8	42
tt4338012	8.3	9
tt4338364	8.1	404
tt4341582	7.4	19445
tt4364638	9.1	97
tt4368634	5.1	28
tt4374106	6.7	61
tt4379536	6.1	1458
tt4382826	7.3	1827
tt4384086	8.0	18304
tt4384860	7.8	916
tt4390228	6.0	70
tt4391396	8.5	18
tt4403302	8.9	19
tt4413268	8.6	21
tt4419156	9.1	179
tt4422836	7.6	73848
tt4428122	6.7	65058
tt4431254	5.7	1016
tt4450682	7.8	15
tt4452688	6.3	1668
tt4458404	6.8	186
tt4465472	6.7	9501
tt4475038	7.8	137
tt4504162	8.2	53
tt4504280	9.8	20
tt4538548	8.6	5
tt4543514	7.3	428
tt4546410	8.5	39
tt4559540	7.8	28
tt4562058	7.6	24
tt4574334	8.6	1456662
tt4574692	9.2	12
tt4580372	8.6	10559
tt4586442	8.3	6
tt4591680	5.5	4684
tt4592410	8.2	24194
tt4597838	6.9	20
tt4607314	7.4	235
tt4613814	8.0	6
tt4623604	7.0	2077
tt4629938	7.3	58
tt4635276	8.2	77735
tt4635282	7.8	122715
tt4650766	8.2	9
tt4653492	6.6	835
tt4657658	7.8	192
tt4669186	6.0	10143
tt4673468	7.3	342
tt4677934	8.1	8386
tt4686862	5.6	3213
tt4707112	7.6	5
tt4719204	5.0	8
tt4722990	6.8	7
tt4724484	7.1	1048
tt4744912	9.0	6
tt4760106	7.6	7
tt4763642	5.9	222
tt4769836	5.7	54317
tt4777250	7.0	93
tt4778664	6.4	9
tt4779590	9.4	6
tt4780302	6.6	41
tt4786824	8.6	271285
tt4816058	8.2	9923
tt4818008	7.4	12
tt4819628	6.8	64
tt4833250	4.0	12
tt4847022	7.9	2480
