tconst	ordering	nconst	category	job	characters
tt0034928	17	nm0466112	production_designer	production_designer	\N
tt0035733	1	nm0318656	actress	\N	["Hens - clucking sounds only"]
tt0035733	2	nm0318656	actress	\N	["Hens - clucking sounds only"]
tt0035733	3	nm0334035	actor	\N	["Narrator"]
tt0035733	4	nm0334035	actor	\N	["Narrator"]
tt0035733	5	nm0334035	actor	\N	["Foxy Loxy"]
tt0035733	6	nm0334035	actor	\N	["Foxy Loxy"]
tt0035733	7	nm0334035	actor	\N	["Chicken Little"]
tt0035733	8	nm0334035	actor	\N	["Chicken Little"]
tt0035733	9	nm0515968	actress	\N	["Hens - clucking sounds only"]
tt0035733	10	nm0621699	actor	\N	["Ducks - quacking sounds only"]
tt0035733	11	nm0621699	actor	\N	["Ducks - quacking sounds only"]
tt0035912	1	nm0202405	actor	\N	["Aimé Cavalier"]
tt0035912	2	nm0696163	actress	\N	["Félicie Nanteuil"]
tt0035912	3	nm0431139	actor	\N	["Robert de Ligny"]
tt0035912	4	nm0522185	actor	\N	["Pradel"]
tt0035912	5	nm0695140	actress	\N	["Mme Nanteuil"]
tt0035912	6	nm0540876	actress	\N	["Fagette"]
tt0035912	7	nm0165165	actress	\N	["Mme Pierson"]
tt0035912	8	nm0077620	actress	\N	["Mme Michon"]
tt0035912	9	nm0492009	actor	\N	["Durville"]
tt0035912	10	nm0720933	actor	\N	\N
tt0035912	11	nm0002165	director	\N	\N
tt0035912	12	nm0009766	writer	dialogue	\N
tt0035912	13	nm0018348	writer	adaptation	\N
tt0035912	14	nm0289787	writer	novel	\N
tt0035912	15	nm0210961	writer	adaptation	\N
tt0035912	16	nm6144507	producer	producer	\N
tt0035912	17	nm0006135	composer	\N	\N
tt0035912	18	nm0656260	cinematographer	\N	\N
tt0035912	19	nm0851704	editor	\N	\N
tt0036611	1	nm0461618	actress	\N	["Jerry Van Dyke"]
tt0036611	2	nm0708081	actress	\N	["Mrs. Shannahan"]
tt0036611	3	nm0885150	actor	\N	["Barney"]
tt0036611	4	nm0448722	actress	\N	["Louise"]
tt0036611	5	nm0022367	actor	\N	["Mike"]
tt0036611	6	nm0017013	actor	\N	["Verne"]
tt0036611	7	nm0114004	actor	\N	["Pat Shannahan"]
tt0036611	8	nm0501886	actor	\N	["Billy Shannahan"]
tt0036611	9	nm0242554	actor	\N	["Sgt. Shannahan"]
tt0036611	10	nm0174813	actor	\N	["Stan"]
tt0036611	11	nm0005847	director	\N	\N
tt0036611	12	nm1090425	writer	story	\N
tt0036611	13	nm0649913	writer	screenplay	\N
tt0036611	14	nm0663858	producer	producer	\N
tt0036611	15	nm0826588	cinematographer	director of photography	\N
tt0036611	16	nm0042553	editor	\N	\N
tt0037150	1	nm0000026	actor	\N	["Jerry Flynn"]
tt0037150	2	nm0086268	actress	\N	["Jeannie Thompson"]
tt0037150	3	nm0322299	actor	\N	["McGillicuddy aka The Moke"]
tt0037150	4	nm0232159	actor	\N	["Arthur 'Pinky' Thompson"]
tt0037150	5	nm0218131	actor	\N	["Brandt"]
tt0037150	6	nm0007995	actor	\N	["Reporter"]
tt0037150	7	nm0010333	actor	\N	["Shipyard Worker"]
tt0037150	8	nm0012441	actress	\N	["Theatregoer"]
tt0037150	9	nm0022367	actor	\N	["Soldier Leaving Theatre"]
tt0037150	10	nm0001906	actor	\N	["Attendant"]
tt0037150	11	nm0355284	director	\N	\N
tt0037150	12	nm0578439	writer	screenplay	\N
tt0037150	13	nm0766665	writer	screenplay	\N
tt0037150	14	nm0277687	writer	adaptation	\N
tt0037150	15	nm0181658	writer	story	\N
tt0037150	16	nm0248994	producer	producer	\N
tt0037150	17	nm0006130	composer	composer	\N
tt0037150	18	nm0005832	cinematographer	director of photography	\N
tt0037150	19	nm0369879	editor	\N	\N
tt0039072	1	nm0148974	actor	\N	["Sergio Tibaldi"]
tt0039072	2	nm0536167	actress	\N	["Adele Vicarelli"]
tt0039072	3	nm0692638	actress	\N	["Luciana Tibaldi - sorella di Sergio"]
tt0039072	4	nm0738880	actor	\N	["Carletto Tibaldi - fratello di Sergio"]
tt0039072	5	nm0632425	actress	\N	["Un'amica di Adele"]
tt0039072	6	nm1547784	actress	\N	["Bianca Barletti"]
tt0039072	7	nm0162243	actress	\N	["La signora Teresa Tibaldi - madre di Sergio"]
tt0039072	8	nm1291684	actor	\N	["Vincenzo"]
tt0039072	9	nm0188133	actor	\N	["Il commissario"]
tt0039072	10	nm0223997	actor	\N	\N
tt0039072	11	nm0626885	director	\N	\N
tt0039072	12	nm1548784	writer	screenplay	\N
tt0039072	13	nm0316046	writer	story	\N
tt0039072	14	nm0538032	writer	screenplay	\N
tt0039072	15	nm0673773	writer	screenplay	\N
tt0039072	16	nm0479087	cinematographer	\N	\N
tt0039072	17	nm0268866	editor	\N	\N
tt0039072	18	nm0277123	production_designer	\N	\N
tt0040092	1	nm0536167	actress	\N	["La donna al telefono (segment \"Una voce umana\")"]
tt0040092	2	nm0536167	actress	\N	["Nannina (segment \"Il miracolo\")"]
tt0040092	3	nm0000019	actor	\N	["Il vagabondo (segment \"Il miracolo\")"]
tt0040092	4	nm2518733	actor	\N	["Il monaco (segment \"Il miracolo\")"]
tt0040092	5	nm9278678	actress	\N	["L'insegnante (segment \"Il miracolo\")"]
tt0040092	6	nm0744023	director	\N	\N
tt0040092	7	nm0168413	writer	play "La voix humaine"	\N
tt0040092	8	nm0000019	writer	story	\N
tt0040092	9	nm0744023	writer	screenplay	\N
tt0040092	10	nm0070981	writer	writer	\N
tt0040092	11	nm0744023	producer	producer	\N
tt0040092	12	nm0744021	composer	\N	\N
tt0040092	13	nm0432119	cinematographer	cinematographer	\N
tt0040092	14	nm0005786	cinematographer	cinematographer	\N
tt0040092	15	nm0005905	cinematographer	cinematographer	\N
tt0040092	16	nm0196174	editor	editor	\N
tt0040092	17	nm0126887	production_designer	production_designer	\N
tt0040876	1	nm0001805	actress	\N	["Lady de Winter"]
tt0040876	2	nm0000037	actor	\N	["D'Artagnan"]
tt0040876	3	nm0000742	actress	\N	["Constance"]
tt0040876	4	nm0001336	actor	\N	["Athos"]
tt0040876	5	nm0001450	actress	\N	["Queen Anne"]
tt0040876	6	nm0604656	actor	\N	["King Louis XIII"]
tt0040876	7	nm0001637	actor	\N	["Richelieu"]
tt0040876	8	nm0943978	actor	\N	["Planchet"]
tt0040876	9	nm0840330	actor	\N	["The Duke of Buckingham"]
tt0040876	10	nm0949574	actor	\N	["Porthos"]
tt0040876	11	nm0796645	director	\N	\N
tt0040876	12	nm0241416	writer	novel	\N
tt0040876	13	nm0034124	writer	screenplay	\N
tt0040876	14	nm0075825	producer	producer	\N
tt0040876	15	nm0006307	composer	\N	\N
tt0040876	16	nm0686514	cinematographer	director of photography	\N
tt0040876	17	nm0091283	editor	\N	\N
tt0040876	18	nm0449493	editor	editor	\N
tt0042958	1	nm0001536	actor	\N	["Ichirô Aoye"]
tt0042958	2	nm0945354	actress	\N	["Miyako Saijo"]
tt0042958	3	nm0441574	actress	\N	["Masako Hiruta"]
tt0042958	4	nm0784279	actress	\N	["Sumie"]
tt0042958	5	nm0654712	actor	\N	["Hori"]
tt0042958	6	nm0793766	actor	\N	["Otokichi Hiruta"]
tt0042958	7	nm0385443	actor	\N	["Editor Asai"]
tt0042958	8	nm0793650	actor	\N	["Arai"]
tt0042958	9	nm0645502	actress	\N	["Miyako's mother"]
tt0042958	10	nm0793674	actor	\N	["Judge"]
tt0042958	11	nm0000041	director	\N	\N
tt0042958	12	nm0452878	writer	written by	\N
tt0042958	13	nm0000041	writer	written by	\N
tt0042958	14	nm0463506	producer	producer	\N
tt0042958	15	nm0370593	composer	\N	\N
tt0042958	16	nm0879693	cinematographer	\N	\N
tt0043163	1	nm0884613	actress	\N	["Cenicienta"]
tt0043163	2	nm0299574	actor	\N	["Scariet"]
tt0043163	3	nm0815009	actor	\N	["Narrador"]
tt0043163	4	nm0176488	actress	\N	["Raúl"]
tt0043163	5	nm0056926	actress	\N	["Madrastra"]
tt0043163	6	nm11567093	actress	\N	["Rebeca"]
tt0043163	7	nm0244458	actress	\N	["Clorinda"]
tt0043163	8	nm0308360	actress	\N	["Madrina"]
tt0043163	9	nm0880542	actor	\N	["Príncipe"]
tt0043163	10	nm0034907	actor	\N	["Conde de Aubanell"]
tt0043163	11	nm0671177	director	\N	\N
tt0043163	12	nm0260322	director	\N	\N
tt0043163	13	nm0032719	writer	\N	\N
tt0043163	14	nm0328013	writer	\N	\N
tt0043163	15	nm0674518	writer	story "Cendrillon"	\N
tt0043163	16	nm0070942	producer	producer	\N
tt0043163	17	nm0006072	composer	\N	\N
tt0043163	18	nm0274208	cinematographer	\N	\N
tt0043163	19	nm0685039	cinematographer	\N	\N
tt0043163	20	nm0737653	editor	editor	\N
tt0044025	1	nm0006807	actress	\N	["Anne-Marie de Pallières (segment \"Orgueil, L'"]
tt0044025	2	nm0006807	actress	\N	["Pride\")"]
tt0044025	3	nm0741147	actress	\N	["Elisabeth de Pallières, la mère (segment \"Orgueil, L'"]
tt0044025	4	nm0741147	actress	\N	["Pride\")"]
tt0044025	5	nm0213581	actor	\N	["M. Signac (segment \"Orgueil, L'"]
tt0044025	6	nm0213581	actor	\N	["Pride\")"]
tt0044025	7	nm0695140	actress	\N	["La présidente (segment \"Orgueil, L'"]
tt0044025	8	nm0695140	actress	\N	["Pride\")"]
tt0044025	9	nm0782564	actor	\N	["L'oncle Henri (segment \"Orgueil, L'"]
tt0044025	10	nm0782564	actor	\N	["Pride\")"]
tt0044025	11	nm0041372	actor	\N	["Le jeune homme (segment \"Orgueil, L'"]
tt0044025	12	nm0041372	actor	\N	["Pride\")"]
tt0044025	13	nm0143959	actress	\N	["Isabelle (segment \"Orgueil, L'"]
tt0044025	14	nm0143959	actress	\N	["Pride\")"]
tt0044025	15	nm0372905	actress	\N	["La jeune fille (segment \"Orgueil, L'"]
tt0044025	16	nm0372905	actress	\N	["Pride\")"]
tt0044025	17	nm0480829	actress	\N	["Mme Signac (segment \"Orgueil, L'"]
tt0044025	18	nm0480829	actress	\N	["Pride\")"]
tt0044025	19	nm0738780	actress	\N	["Mme Blanc (segment \"Luxure, La"]
tt0044025	20	nm0738780	actress	\N	["Lust\")"]
tt0044025	21	nm0001905	director	director	\N
tt0044025	22	nm0002193	director	director	\N
tt0044025	23	nm0208370	director	director	\N
tt0044025	24	nm0238810	director	director	\N
tt0044025	25	nm0042179	writer	scenario & dialogue	\N
tt0044025	26	nm0002193	writer	scenario & dialogue	\N
tt0044025	27	nm0053571	writer	story	\N
tt0044025	28	nm0063341	writer	story "Acte de probité"	\N
tt0044025	29	nm0222134	producer	producer	\N
tt0044025	30	nm3695934	producer	producer	\N
tt0044025	31	nm0890480	producer	producer	\N
tt0044025	32	nm0061713	composer	\N	\N
tt0044025	33	nm0006011	composer	\N	\N
tt0044025	34	nm0045168	cinematographer	cinematographer	\N
tt0044025	35	nm0399486	cinematographer	cinematographer	\N
tt0044025	36	nm0498901	cinematographer	cinematographer	\N
tt0044025	37	nm0622434	cinematographer	cinematographer	\N
tt0044025	38	nm0346537	editor	editor	\N
tt0044025	39	nm0369663	editor	editor	\N
tt0044025	40	nm0630355	editor	editor	\N
tt0044025	41	nm0705579	editor	editor	\N
tt0044025	42	nm0086048	production_designer	production_designer	\N
tt0044025	43	nm0135032	production_designer	production_designer	\N
tt0044025	44	nm0235499	production_designer	production_designer	\N
tt0044093	1	nm0164967	actor	\N	["D'Artagnan"]
tt0044093	2	nm0399192	actor	\N	["Athos"]
tt0044093	3	nm0033706	actor	\N	["Portos"]
tt0044093	4	nm0724188	actor	\N	["Aramis"]
tt0044093	5	nm0146905	actor	\N	["Cardinal Richelieu"]
tt0044093	6	nm0065975	actor	\N	["King Louis XIII"]
tt0044093	7	nm0520467	actress	\N	["Queen Anne"]
tt0044093	8	nm0859183	actress	\N	["Constance"]
tt0044093	9	nm0588767	actress	\N	["Lady DeWinter"]
tt0044093	10	nm0485704	actor	\N	["Buckingham"]
tt0044093	11	nm0091430	director	\N	\N
tt0044093	12	nm0241416	writer	novel "Les trois mousquetaires"	\N
tt0044093	13	nm0358139	writer	written for the screen by	\N
tt0044093	14	nm0729984	producer	producer	\N
tt0044093	15	nm0005757	cinematographer	cinematographer	\N
tt0044093	16	nm0808457	editor	\N	\N
tt0044093	17	nm1605255	casting_director	\N	\N
tt0044093	18	nm0120817	casting_director	\N	\N
tt0044268	1	nm0488814	actor	\N	["Bart Adams"]
tt0044268	2	nm0625167	actor	\N	["Bart Adams"]
tt0044268	3	nm0203613	actor	\N	["Ted Matthews"]
tt0044268	4	nm0336232	actor	\N	["Grun"]
tt0044268	5	nm0336232	actor	\N	["Karel"]
tt0044268	6	nm0191966	actress	\N	["Ruby Ellis"]
tt0044268	7	nm0191966	actress	\N	["Singer"]
tt0044268	8	nm0315216	actor	\N	["Larry Hudson"]
tt0044268	9	nm0903145	actor	\N	["Dr. Volincek"]
tt0044268	10	nm0903145	actor	\N	["Thanos"]
tt0044268	11	nm0847953	actress	\N	["Selma Seely"]
tt0044268	12	nm0607986	actor	\N	["Partheus"]
tt0044268	13	nm0431495	actress	\N	["Magda Lucenec"]
tt0046461	1	nm0545352	actor	\N	["D'Artagnan"]
tt0046461	2	nm0763072	actress	\N	["Milady de Winter"]
tt0046461	3	nm0148974	actor	\N	["Porthos"]
tt0046461	4	nm0100186	actor	\N	["Planchet"]
tt0046461	5	nm0202405	actor	\N	["Commentant le film par la voix de"]
tt0046461	6	nm0323936	actress	\N	["Constance Bonacieux"]
tt0046461	7	nm0664185	actor	\N	["Le comte de Wardes"]
tt0046461	8	nm0033368	actor	\N	["Louis XIII"]
tt0046461	9	nm0150115	actor	\N	["Bonacieux"]
tt0046461	10	nm0218056	actor	\N	["Un aubergiste"]
tt0046461	11	nm0402161	director	\N	\N
tt0046461	12	nm0241416	writer	after: d'après le Célebre Roman	\N
tt0046461	13	nm0002192	writer	adaptation and dialogue	\N
tt0046461	14	nm0402161	producer	producer	\N
tt0046461	15	nm0341856	cinematographer	director of photography	\N
tt0046461	16	nm0275514	editor	\N	\N
tt0046461	17	nm0141146	production_designer	\N	\N
tt0048699	1	nm0779194	actor	\N	["Tarzan"]
tt0048699	2	nm0587256	actress	\N	["Jill Hardy"]
tt0048699	3	nm0886870	actor	\N	["Dr. Celliers"]
tt0048699	4	nm0001181	actor	\N	["Burger"]
tt0048699	5	nm0292839	actor	\N	["DeGroot"]
tt0048699	6	nm0716279	actor	\N	["Reeves"]
tt0048699	7	nm0957153	actor	\N	["Cheta"]
tt0048699	8	nm0065975	actor	\N	["Mr. Johnson"]
tt0048699	9	nm0354377	actor	\N	["Witch Doctor"]
tt0048699	10	nm0002270	actor	\N	["Sukulu Chieftain"]
tt0048699	11	nm0776838	director	director	\N
tt0048699	12	nm0515139	writer	screenplay	\N
tt0048699	13	nm0123194	writer	based upon the characters created by	\N
tt0048699	14	nm0504344	producer	producer	\N
tt0048699	15	nm0006275	composer	\N	\N
tt0048699	16	nm0926082	cinematographer	cinematographer	\N
tt0048699	17	nm0058270	editor	\N	\N
tt0048906	1	nm0284822	actor	\N	["D'Artagnan"]
tt0048906	2	nm0284822	actor	\N	["DÀrtagnan"]
tt0048906	3	nm0132770	actor	\N	["Aramis"]
tt0048906	4	nm0001982	actor	\N	["Porthos"]
tt0048906	5	nm0327343	actor	\N	["Athos"]
tt0048906	6	nm0595340	actor	\N	["Athos"]
tt0048906	7	nm0872164	actor	\N	["Captain de Treville"]
tt0048906	8	nm0872164	actor	\N	["Capatin de Treville"]
tt0048906	9	nm0487036	actor	\N	["Viscount St. Adair"]
tt0048906	10	nm0000303	actress	\N	["Charlotte Brion"]
tt0048906	11	nm0000303	actress	\N	["Yvonne"]
tt0048906	12	nm0660327	actress	\N	\N
tt0048906	13	nm0308212	actor	\N	["Gordet"]
tt0048947	1	nm0000006	actress	\N	["Anna Koreff"]
tt0048947	2	nm0000989	actor	\N	["General Sergei Pavlovich Bounine"]
tt0048947	3	nm0371040	actress	\N	["Dowager Empress Maria Feodorovna"]
tt0048947	4	nm0848667	actor	\N	["Boris Adreivich Chernov"]
tt0048947	5	nm0402558	actress	\N	["Baroness Elena von Livenbaum"]
tt0048947	6	nm0043875	actor	\N	["Chamberlain"]
tt0048947	7	nm0685782	actor	\N	["Piotr Ivanovich Petrovin"]
tt0048947	8	nm0221527	actor	\N	["Prince Paul von Haraldberg"]
tt0048947	9	nm0769791	actress	\N	["Irina Lissemskaia"]
tt0048947	10	nm0343039	actor	\N	["Stepan"]
tt0048947	11	nm0514822	director	\N	\N
tt0048947	12	nm0491306	writer	screenplay	\N
tt0048947	13	nm0561067	writer	play	\N
tt0048947	14	nm0093397	writer	play adaptation	\N
tt0048947	15	nm0012117	producer	producer	\N
tt0048947	16	nm0000055	composer	\N	\N
tt0048947	17	nm0005742	cinematographer	director of photography	\N
tt0048947	18	nm0060850	editor	\N	\N
tt0049406	1	nm0001330	actor	\N	["Johnny Clay"]
tt0049406	2	nm0336531	actress	\N	["Fay"]
tt0049406	3	nm0250436	actor	\N	["Val Cannon"]
tt0049406	4	nm0282435	actor	\N	["Marvin Unger"]
tt0049406	5	nm0208125	actor	\N	["Patrolman Randy Kennan"]
tt0049406	6	nm0934798	actress	\N	["Sherry Peatty"]
tt0049406	7	nm0176879	actor	\N	["George Peatty"]
tt0049406	8	nm0768178	actor	\N	["Mike O'Reilly"]
tt0049406	9	nm0250066	actor	\N	["Track Parking Attendant"]
tt0049406	10	nm0137046	actor	\N	["Nikki Arcane"]
tt0049406	11	nm0000040	director	\N	\N
tt0049406	12	nm0000040	writer	screenplay by	\N
tt0049406	13	nm0860292	writer	dialogue by	\N
tt0049406	14	nm0925137	writer	based on the novel "Clean Break" by	\N
tt0049406	15	nm0364805	producer	producer	\N
tt0049406	16	nm0006086	composer	\N	\N
tt0049406	17	nm0005644	cinematographer	director of photography	\N
tt0049406	18	nm0825726	editor	\N	\N
tt0049438	1	nm0770730	actress	\N	["Anna Ballard"]
tt0049438	2	nm0885203	actor	\N	["Andrea Ambaros"]
tt0049438	3	nm0467831	actress	\N	["Monika Ballard"]
tt0049438	4	nm0819017	actress	\N	["Frau Ballard"]
tt0049438	5	nm0863429	actor	\N	["Herr Ballard"]
tt0049438	6	nm0141361	actor	\N	["Jan Hopper"]
tt0049438	7	nm0632425	actress	\N	["Beatrice"]
tt0049438	8	nm0008637	actress	\N	["Lorella"]
tt0049438	9	nm0774951	actor	\N	["Arzt"]
tt0049438	10	nm0418083	actor	\N	["Gärtnerjunge Kurt"]
tt0049438	11	nm0405436	director	\N	\N
tt0049438	12	nm0062139	writer	novel "Vor Rehen wird gewarnt"	\N
tt0049438	13	nm0404487	writer	writer	\N
tt0049438	14	nm0105899	producer	producer	\N
tt0049438	15	nm0006181	composer	\N	\N
tt0049438	16	nm0005890	cinematographer	\N	\N
tt0049438	17	nm0643219	editor	\N	\N
tt0056467	1	nm0622070	actress	\N	["La jeune femme (segment \"Colère, La\")"]
tt0056467	2	nm0666664	actor	\N	["Le mari (segment \"La Colère\")"]
tt0056467	3	nm0056750	actress	\N	["Suzon, prostitute (segment \"Avarice, L'\")"]
tt0056467	4	nm0144045	actor	\N	["Raymond (segment \"Avarice, L'\")"]
tt0056467	5	nm0153493	actor	\N	["Antoine (segment \"Avarice, L'\")"]
tt0056467	6	nm0723623	actor	\N	["Armand (segment \"Avarice, L'\")"]
tt0056467	7	nm0109762	actor	\N	["Harry (segment \"Avarice, L'\")"]
tt0056467	8	nm0108400	actor	\N	["Arthur (segment \"Avarice, L'\")"]
tt0056467	9	nm0767414	actress	\N	["Rosette (segment \"Envie, L'\")"]
tt0056467	10	nm0105475	actor	\N	["Riri (segment \"Envie, L'\")"]
tt0056467	11	nm0003606	director	director	\N
tt0056467	12	nm0001031	director	director	\N
tt0056467	13	nm0218840	director	director	\N
tt0056467	14	nm0223581	director	director	\N
tt0056467	15	nm0409560	writer	screenplay	\N
tt0056467	16	nm0561094	writer	screenplay	\N
tt0056467	17	nm0099429	writer	screenplay	\N
tt0056467	18	nm0218840	writer	screenplay	\N
tt0056467	19	nm0228457	composer	composer	\N
tt0056467	20	nm0006143	composer	composer	\N
tt0056467	21	nm0006166	composer	composer	\N
tt0056467	22	nm0005684	cinematographer	cinematographer	\N
tt0056467	23	nm0583923	cinematographer	cinematographer	\N
tt0056467	24	nm0672441	cinematographer	cinematographer	\N
tt0056467	25	nm0704879	cinematographer	cinematographer	\N
tt0056467	26	nm0275514	editor	editor	\N
tt0056467	27	nm0301239	editor	editor	\N
tt0056467	28	nm0235499	production_designer	production_designer	\N
tt0056467	29	nm0263372	production_designer	production_designer	\N
tt0056941	1	nm0366247	actress	\N	["Donna Stuart"]
tt0056941	2	nm0639385	actor	\N	["First Officer Ray Winsley"]
tt0056941	3	nm0003337	actor	\N	["Baron Franz Von Elzingen"]
tt0056941	4	nm0863016	actress	\N	["Carol Brewster"]
tt0056941	5	nm0626728	actress	\N	["Hilda 'Bergie' Bergstrom"]
tt0056941	6	nm0011625	actress	\N	["Katie Rinard"]
tt0056941	7	nm0001500	actor	\N	["Walter Lucas"]
tt0056941	8	nm0915077	actor	\N	["Oliver Garson"]
tt0056941	9	nm0189972	actor	\N	["Cardwell"]
tt0056941	10	nm0229906	actor	\N	["Flight Engineer Teddy Shepard"]
tt0056941	11	nm0505610	director	\N	\N
tt0056941	12	nm0731679	writer	story	\N
tt0056941	13	nm0322496	writer	novel "Girl on a Wing"	\N
tt0056941	14	nm0344645	producer	producer	\N
tt0056941	15	nm0615138	composer	\N	\N
tt0056941	16	nm0005807	cinematographer	\N	\N
tt0056941	17	nm0164758	editor	\N	\N
tt0059153	1	nm0802437	actress	\N	["Hilke"]
tt0059153	2	nm0226231	actor	\N	["Manfred"]
tt0059153	3	nm0012278	actor	\N	["Manfreds Chef"]
tt0059153	4	nm0591214	actor	\N	["Ein Kunde"]
tt0059153	5	nm0319342	actor	\N	["Hilkes Vater"]
tt0059153	6	nm0378683	actress	\N	["Hilkes Mutter"]
tt0059153	7	nm0777950	actor	\N	["Angler"]
tt0059153	8	nm0545131	actor	\N	["Mann im Aquarium"]
tt0059153	9	nm0880575	actress	\N	["Hilkes Freundin"]
tt0059153	10	nm0244134	actress	\N	["Die Alte aus dem Osten"]
tt0059153	11	nm0769998	director	\N	\N
tt0059153	12	nm0769998	writer	screenplay	\N
tt0059153	13	nm0012278	producer	producer	\N
tt0059153	14	nm0692633	composer	\N	\N
tt0059153	15	nm0005914	cinematographer	\N	\N
tt0059153	16	nm0313249	editor	\N	\N
tt0060033	1	nm0255935	actor	\N	["Tarzan"]
tt0060033	2	nm0655693	actor	\N	["Jai"]
tt0060033	3	nm0724806	actor	\N	["Tabor"]
tt0060033	4	nm0724806	actor	\N	["Chief M'Boru"]
tt0060033	5	nm0724806	actor	\N	["Gwane"]
tt0060033	6	nm0850485	actor	\N	["Rao"]
tt0060033	7	nm0850485	actor	\N	["Young Chief"]
tt0060033	8	nm0850485	actor	\N	["Ahmid"]
tt0060033	9	nm0939604	actor	\N	["Sergeant"]
tt0060033	10	nm0939604	actor	\N	["Bombi"]
tt0060033	11	nm0939604	actor	\N	["Foreman"]
tt0060033	12	nm0491591	actor	\N	["Josh Miller"]
tt0060033	13	nm0491591	actor	\N	["Whitehead"]
tt0060033	14	nm0491591	actor	\N	["Barman"]
tt0060033	15	nm0834754	actor	\N	["Chaka"]
tt0060033	16	nm0834754	actor	\N	["Sgt. Marshak"]
tt0060033	17	nm0834754	actor	\N	["Bangu"]
tt0060033	18	nm0551234	actor	\N	["Colonel Takakombi"]
tt0060033	19	nm0551234	actor	\N	["Likui"]
tt0060033	20	nm0551234	actor	\N	["Kasembi"]
tt0060033	21	nm0128845	actor	\N	["Jason Flood"]
tt0060033	22	nm0357745	actor	\N	["Chaka"]
tt0060033	23	nm0357745	actor	\N	["Shambu"]
tt0060033	24	nm0357745	actor	\N	["Mwanza de Ludanzi"]
tt0060088	1	nm0738258	actress	\N	["Alice"]
tt0060088	2	nm0145321	actor	\N	["Lester the Jester"]
tt0060088	3	nm0178509	actor	\N	["The Red King"]
tt0060088	4	nm0219396	actor	\N	["Alice's Father"]
tt0060088	5	nm0002051	actor	\N	["Humpty Dumpty"]
tt0060088	6	nm0264660	actress	\N	["The White Queen"]
tt0060088	7	nm0001544	actor	\N	["The White King"]
tt0060088	8	nm0001547	actress	\N	["The Red Queen"]
tt0060088	9	nm0001588	actor	\N	["Jabberwock"]
tt0060088	10	nm0810691	actor	\N	["Tweedledum"]
tt0060088	11	nm0359589	director	\N	\N
tt0060088	12	nm7052790	writer	written by	\N
tt0060088	13	nm0140902	writer	novel "Through the Looking Glass"	\N
tt0060088	14	nm0359589	producer	producer	\N
tt0060088	15	nm0943951	producer	producer	\N
tt0060088	16	nm0152943	composer	\N	\N
tt0060088	17	nm0533165	composer	composer	\N
tt0060088	18	nm1927757	composer	\N	\N
tt0060595	1	nm0090897	actress	\N	["Prinz"]
tt0060595	2	nm0260244	actor	\N	["Pilot"]
tt0060595	3	nm0445659	actress	\N	["Schlange"]
tt0060595	4	nm0684797	actor	\N	["Fuchs"]
tt0060595	5	nm1785349	actress	\N	["Rose"]
tt0060595	6	nm0374594	actor	\N	["König"]
tt0060595	7	nm0776563	actor	\N	["Eitler"]
tt0060595	8	nm0246942	actor	\N	["Laternenanzünder"]
tt0060595	9	nm0392460	actor	\N	["Geschäftsmann"]
tt0060595	10	nm0937830	director	\N	\N
tt0060595	11	nm0883074	writer	screenplay	\N
tt0060595	12	nm0756686	writer	novella "Le petit prince"	\N
tt0060595	13	nm0161945	composer	\N	\N
