title,rating,ratingDescription,release year,user rating score,user rating size,title_normalized,is_top_1000,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,seasonNumber,episodeNumber,principals_names_list,directors_names,writers_names
Mad Men,TV-14,90,2014,75.0,80,mad men,False,,,,,,,,,,,,,,,
It's Always Sunny in Philadelphia,TV-MA,110,2016,91.0,80,it's always sunny in philadelphia,False,,,,,,,,,,,,,,,
Californication,TV-MA,110,2014,63.0,80,californication,False,,,,,,,,,,,,,,,
Portlandia,TV-14,90,2016,62.0,80,portlandia,False,,,,,,,,,,,,,,,
Don't Trust the B---- in Apartment 23,TV-14,90,2012,,82,don't trust the b---- in apartment 23,False,tt1819509,tvSeries,Don't Trust the B---- in Apartment 23,Don't Trust the B---- in Apartment 23,0.0,2012.0,22,Comedy,7.3,41766.0,,,"Krysten Ritter, Ray Ford, Jennie Pierson, Nahnatchka Khan","Michael Spiller, Wendey Stanzler, David Hemingson, Chris Koch, Fred Goss, Gail Mancuso, Jeffrey Walker, Rebecca Asher, Nanette Burstein, Henry Chan, Aundre Johnson, Victor Nelli Jr., Lev L. Spiro, Jason Winer, Stuart Bass, Nahnatchka Khan, Michael McDonald","Billy Finnegan, Nahnatchka Khan, Jeff Chiang, Tina Kil, Eric Ziobrowski, Dave Horwitz, Marisa Pinson, Sally Bradford, Casey Johnson, David Windsor, Laura McCreary, Corey Nickerson, David Hemingson, Erik Durbin"
Friends with Benefits,TV-14,90,2011,,82,friends with benefits,False,tt1604113,tvSeries,Friends with Benefits,Friends with Benefits,0.0,2011.0,21,Comedy,6.5,3545.0,,,"Camille Guaty, Justin Bruening, Scott Neustadter, Michael H. Weber","Fred Savage, Tricia Brock, Jay Chandrasekhar, David Dobkin, Eyal Gordin, Rob Greenberg, Reginald Hudlin, Michael Patrick Jann, Joanna Kerns, John Putch, David Rogers, Ira Ungerleider","Scott Neustadter, Michael H. Weber, Isaac Aptaker, Elizabeth Berger, Valerie Breiman, Owen Ellickson, Daley Haggar, Brian Keith Etheridge, Gene Hong, Claudia Lonow"
Friends with Benefits,TV-14,90,2011,,82,friends with benefits,False,tt1632708,movie,Friends with Benefits,Friends with Benefits,0.0,2011.0,109,"Comedy,Romance",6.5,410417.0,,,"Jenna Elfman, Nolan Gould, Shaun White, Will Gluck, Keith Merryman, David A. Newman, Will Gluck, Harley Peyton, Will Gluck, Janet Zucker, Tia Nolan",Will Gluck,"Keith Merryman, David A. Newman, Will Gluck, Harley Peyton"
Friends with Benefits,TV-14,90,2011,,82,friends with benefits,False,tt2005224,video,Friends with Benefits,Friends with Benefits,1.0,2011.0,98,"Adult,Drama,Romance",5.3,8.0,,,"Francois Clousot, Francois Clousot",Francois Clousot,Unknown
Friends with Benefits,TV-14,90,2011,,82,friends with benefits,False,tt2127923,tvEpisode,Friends with Benefits,Friends with Benefits,0.0,2011.0,30,Talk-Show,7.8,6.0,,,Unknown,Unknown,Unknown
Friends with Benefits,TV-14,90,2011,,82,friends with benefits,False,tt2190218,tvEpisode,Friends with Benefits,Friends with Benefits,0.0,2011.0,30,Talk-Show,7.8,6.0,,,Unknown,Unknown,Unknown
Friends with Benefits,TV-14,90,2011,,82,friends with benefits,False,tt26254702,tvEpisode,Friends With Benefits,Friends With Benefits,1.0,2011.0,30,Adult,7.8,6.0,5,33,Unknown,Unknown,Unknown
Friends with Benefits,TV-14,90,2011,,82,friends with benefits,False,tt2933656,tvEpisode,Friends with Benefits,Friends with Benefits,0.0,2011.0,33,Comedy,7.8,6.0,1,1,"Benny Fine, Rafi Fine, Benny Fine, Rafi Fine","Benny Fine, Rafi Fine","Benny Fine, Rafi Fine"
Friends with Benefits,TV-14,90,2011,,82,friends with benefits,False,tt7084554,tvEpisode,Friends with Benefits,Friends with Benefits,0.0,2011.0,30,"Comedy,Talk-Show",7.8,6.0,1,43,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
The Client List,TV-14,90,2013,92.0,80,the client list,False,,,,,,,,,,,,,,,
Halt and Catch Fire,TV-14,90,2016,,82,halt and catch fire,False,,,,,,,,,,,,,,,
5 to 7,R,100,2014,,82,5 to 7,False,tt2486678,movie,5 to 7,5 to 7,0.0,2014.0,95,"Comedy,Drama,Romance",7.1,21958.0,,,"Bérénice Marlohe, David Shannon, Milo Mungier Jacob, Brune de Drueille Senecterre, Alan Gilbert, Julian Bond, Victor Levin, Victor Levin",Victor Levin,Victor Levin
Chef's Table,TV-MA,110,2017,,82,chef's table,False,tt34152160,tvEpisode,Chef's Table,Chef's Table,1.0,2017.0,30,Adult,7.8,6.0,,,Liz Rainbow,Unknown,Unknown
Documentary Now!,TV-14,90,2016,,82,documentary now!,False,,,,,,,,,,,,,,,
Better Call Saul,TV-MA,110,2016,95.0,80,better call saul,False,,,,,,,,,,,,,,,
Schitt's Creek,TV-14,90,2016,74.0,80,schitt's creek,False,,,,,,,,,,,,,,,
Lovesick,TV-MA,110,2016,,82,lovesick,False,tt4996022,movie,Lovesick,Lovesick,0.0,2016.0,93,"Drama,Romance",4.8,321.0,,,"Rebecca Gibson, Fred Penner, Sara Thompson, Tyson Caron, Tyson Caron, Matthew Schellenberg",Tyson Caron,Tyson Caron
Lovesick,TV-MA,110,2016,,82,lovesick,False,tt7556486,short,LoveSick,LoveSick,0.0,2016.0,30,"Comedy,Short",7.8,6.0,,,"Nina Concepción, Nina Concepción, Nina Concepción, Nina Concepción",Nina Concepción,Nina Concepción
Flaked,TV-MA,110,2016,,82,flaked,False,tt4973548,tvSeries,Flaked,Flaked,0.0,2016.0,30,"Comedy,Drama,Romance",7.2,12882.0,,,"Will Arnett, Ruth Kearney, George Basil, Travis Mills, Will Arnett, Mark Chappell","Wally Pfister, Tom DiCillo, Josh Gordon, Will Speck, Benjamin Berman, Michael Patrick Jann, Will Arnett, Mark Chappell","Will Arnett, Mark Chappell, Nikki Schiefelbein, Mehar Sethi, Bobby Bowman, Evan Mann, Gareth Reynolds, Maggie Rowe, James Vallely"
Master of None,TV-MA,110,2015,,82,master of none,False,tt4635276,tvSeries,Master of None,Master of None,0.0,2015.0,30,"Comedy,Drama",8.2,77735.0,,,"Aziz Ansari, Eric Wareheim, Lena Waithe, Noël Wells, Alessandra Mastronardi, Shoukath Ansari, Aziz Ansari, Alan Yang","Aziz Ansari, Eric Wareheim, James Ponsoldt, Lynn Shelton, Melina Matsoukas, Alan Yang","Aziz Ansari, Alan Yang, Zoe Jarman, Sarah Peters, Cord Jefferson, Lena Waithe, Aniz Adam Ansari, Andy Blitz, Joe Mande, Harris Wittels, Sarah Schneider, Lakshmi Sundaram"
Chelsea,TV-MA,110,2017,,82,chelsea,False,tt10017814,tvEpisode,Chelsea,Chelsea,0.0,2017.0,30,Unknown,7.8,6.0,,,Unknown,Unknown,Unknown
Abstract: The Art of Design,TV-14,90,2017,,82,abstract: the art of design,False,tt6333098,tvSeries,Abstract: The Art of Design,Abstract: The Art of Design,0.0,2017.0,45,Documentary,8.3,6091.0,,,"Cas Holman, Ian Spalter, Tiffany Beers, Mark Parker, Michael Hainey, Elizabeth Semmelhack","Morgan Neville, Brian Oakes, Elizabeth Chai Vasarhelyi, Richard Press, Sarina Roma, Scott Dadich, Claudia Woloshin, Jason Zeldes",Chris Chuang
Cooper Barrett's Guide to Surviving Life,TV-14,90,2016,,82,cooper barrett's guide to surviving life,False,tt4452688,tvSeries,Cooper Barrett's Guide to Surviving Life,Cooper Barrett's Guide to Surviving Life,0.0,2016.0,30,Comedy,6.3,1668.0,,,"Meaghan Rath, Marshall Manesh, Kimberly Jeppson, Jay Lacopo","James Griffiths, Henry Chan, Adam Davidson, Jeremy Garelick, Jeff Melman, Bill Purple, Matt Sohn, Phil Traill","Jay Lacopo, Donald Diego, John Blickstead, Trey Kollmer, Bill Callahan, Paul Mather, Amelie Gillette, Chuck Hayward, Brian Rubenstein"
The Great British Baking Show,TV-PG,70,2016,94.0,80,the great british baking show,False,,,,,,,,,,,,,,,
Life in Pieces,TV-14,90,2015,68.0,80,life in pieces,False,tt4384086,tvSeries,Life in Pieces,Life in Pieces,0.0,2015.0,22,Comedy,8.0,18304.0,,,"Betsy Brandt, Betsy Brandt, Thomas Sadoski, Thomas Sadoski, Dan Bakkedahl, Angelique Cabral, Angelique Cabral, Niall Cunningham, Holly J. Barrett, Giselle Eisenberg, Justin Adler","Jason Winer, Chad Lowe, Jonathan Judge, Ken Whittingham, Alisa Statman, James Alan Hensz, Eric Dean Seaton, Natalia Anderson, Phil Traill, Alex Reid, Jude Weng, John Riggi, Jaffar Mahmood, Justin Adler, Melissa Kosar, Rebecca Asher, Helen Hunt, Linda Mendoza, Jeremy Garelick, Fred Goss, Claire Scanlon, Angela Barnes, Chris Koch, Jeffrey Walker, Beth McCarthy-Miller, Marcus Stokes, Jaime Eliezer Karas","Justin Adler, Joe Cristalli, Maggie Mull, Kyle Mack, Liz Hara, Max Saltarelli, Nadiya Chettiar, Barbie Adler, Brad Copeland, Elizabeth Tippet, Lesley Wake, Greg Malins, Dave Jeser, Matt Silverstein, Jordan Young, Kirker Butler, Alec Sulkin, Marcos Luevanos, Rolin Jones, Sarah Tapscott, Jason Belleville, Danielle Hoover, David Monahan, Ilana Wernick"
Crazy Ex-Girlfriend,TV-14,90,2017,,82,crazy ex-girlfriend,False,,,,,,,,,,,,,,,
Easy,TV-MA,110,2016,,82,easy,False,tt5562056,tvSeries,Easy,Easy,0.0,2016.0,30,Comedy,6.9,15847.0,,,"Elizabeth Reaser, Jacqueline Toboni, Suzanne Adent, Lucas Von Kampen, Kiersey Clemons, Joe Swanberg",Joe Swanberg,Joe Swanberg
Easy,TV-MA,110,2016,,82,easy,False,tt6330218,short,Easy,Easy,0.0,2016.0,31,Short,7.8,6.0,,,"Theo Bat Schandorff, Kim Koch, Theo Bat Schandorff, Theo Bat Schandorff, Theo Bat Schandorff, Theo Bat Schandorff",Theo Bat Schandorff,"Kim Koch, Theo Bat Schandorff"
No Tomorrow,TV-14,90,2016,,82,no tomorrow,False,tt5595688,tvSeries,No Tomorrow,No Tomorrow,0.0,2016.0,43,"Comedy,Drama,Romance",7.2,5480.0,,,"Joshua Sasse, Tori Anderson, Jesse Rath, George Basil, George Basil, Marta Milans, Corinne Brinkerhoff, Scott McCabe, Tory Stanton","Stuart Gillard, Allan Arkush, Ami Canaan Mann, Anna Mastro, Jeff Melman, John Putch, Michael Schultz, Brad Silberling, Ron Underwood, Greg Beeman, Gregory Prange","Corinne Brinkerhoff, Alexandre Machado, Fernanda Young, Scott McCabe, Tory Stanton, Gracie Glassmeyer, Justin W. Lo, Richard Hatem, Jessica Chou, Anna Fisher, Maggie Friedman, Aaron Fullerton, Bill Krebs, Jenna Lamia, Andrew Gettens, Lauren MacKenzie"
No Tomorrow,TV-14,90,2016,,82,no tomorrow,False,tt6333380,movie,No Tomorrow,Seom. Sa-ra-jin sa-ram-deul,0.0,2016.0,88,"Crime,Drama,Mystery",6.3,90.0,,,"Ji-seung Lee, Jae-Il Jang, Ji-seung Lee, Dong Hwan Han, Jo Hyung-Rae",Ji-seung Lee,"Jae-Il Jang, Ji-seung Lee"
No Tomorrow,TV-14,90,2016,,82,no tomorrow,False,tt6449598,movie,No Tomorrow,No Tomorrow,0.0,2016.0,30,Unknown,7.8,6.0,,,Unknown,Unknown,Unknown
Minimalism: A Documentary About the Important Things,TV-PG,70,2016,,82,minimalism: a documentary about the important things,False,,,,,,,,,,,,,,,
Hot Girls Wanted: Turned On,TV-MA,110,2017,,82,hot girls wanted: turned on,False,tt6333104,tvMiniSeries,Hot Girls Wanted: Turned On,Hot Girls Wanted: Turned On,0.0,2017.0,40,Documentary,6.6,2449.0,,,Erika Lust,"Jill Bauer, Ronna Gradus, Peter LoGreco, Sandra C. Alvarez, Rashida Jones","Nilxius, Jill Bauer, Ronna Gradus, Rashida Jones"
Win It All,TV-MA,110,2017,,82,win it all,False,tt3155328,movie,Win It All,Win It All,0.0,2017.0,88,Comedy,6.2,10439.0,,,"Jake Johnson, Rony Shemon, Morgan Ng, Adrian Jasso, Jude Swanberg, Nicky Excitement, Joe Swanberg, Jake Johnson, Joe Swanberg, Jake Johnson, Joe Swanberg, Dan Romer, Eon Mora, Joe Swanberg",Joe Swanberg,"Jake Johnson, Joe Swanberg"
MerlÌ?,TV-PG,70,2015,,82,merlì?,False,,,,,,,,,,,,,,,
Amy Schumer: The Leather Special,TV-MA,110,2017,,82,amy schumer: the leather special,False,tt6616074,tvSpecial,Amy Schumer: The Leather Special,Amy Schumer: The Leather Special,0.0,2017.0,57,Comedy,3.2,10795.0,,,"Amy Schumer, Amy Schumer, Amy Schumer, Michael Schultz",Amy Schumer,Amy Schumer
Louis C.K. 2017,TV-MA,110,2017,71.0,80,louis c.k. 2017,False,tt6736782,tvSpecial,Louis C.K. 2017,Louis C.K. 2017,0.0,2017.0,74,Comedy,7.6,11080.0,,,"Louis C.K., Louis C.K., Louis C.K.",Louis C.K.,Louis C.K.
Dave Chappelle,TV-MA,110,2017,94.0,80,dave chappelle,False,tt6963504,tvSeries,Dave Chappelle,Dave Chappelle,0.0,2017.0,66,"Comedy,Documentary",8.6,3164.0,,,Dave Chappelle,Unknown,Unknown
Almost Adults,NR,124,2016,,82,almost adults,False,tt4686862,movie,Almost Adults,Almost Adults,0.0,2016.0,90,"Comedy,Drama",5.6,3213.0,,,"Natasha Negovanlis, Justin Gerhard, Winny Clarke, Pujaa Pandey, David John Phillips, Raechele Lovell, Daryl Marks, Sarah Rotella, Adrianna DiLonardo, Rebecca Swift, Arun Chaturvedi, Luke McMaster",Sarah Rotella,Adrianna DiLonardo
The Brothers,R,100,2001,,82,the brothers,False,tt0250274,movie,The Brothers,The Brothers,0.0,2001.0,106,"Comedy,Drama,Romance",6.3,5244.0,,,"Shemar Moore, D.L. Hughley, Gabrielle Union, Gary Hardwick, Gary Hardwick, Darin Scott",Gary Hardwick,Gary Hardwick
The Brothers,R,100,2001,,82,the brothers,False,tt0706568,tvEpisode,The Brothers,The Brothers,0.0,2001.0,30,"Action,Comedy,Crime",7.5,51.0,1,1,"John T. Kretchmer, Evan Katz, John T. Kretchmer, Ross Albert, Ellie Kanner, Patrick Tatopoulos",John T. Kretchmer,Evan Katz
Skins,TV-MA,110,2013,,82,skins,False,tt3227038,tvEpisode,Skins,Skins,0.0,2013.0,12,"Animation,Comedy",6.5,118.0,10,6,"Rob Kutner, Dave Willis, Dave Willis, Matt Maiellaro, Dave Willis, Matt Maiellaro, Dave Willis, Matt Maiellaro","Matt Maiellaro, Dave Willis","Matt Maiellaro, Dave Willis"
Skins,TV-MA,110,2013,,82,skins,False,tt5564752,tvEpisode,Skins,Skins,0.0,2013.0,30,Drama,7.8,6.0,1,9,"Eatton Gnitiy, Eatton Gnitiy, Eatton Gnitiy",Eatton Gnitiy,Eatton Gnitiy
The Cleveland Show,TV-14,90,2012,88.0,80,the cleveland show,False,,,,,,,,,,,,,,,
Absolutely Fabulous,TV-14,90,2012,59.0,80,absolutely fabulous,False,,,,,,,,,,,,,,,
Raising Hope,TV-14,90,2013,73.0,80,raising hope,False,,,,,,,,,,,,,,,
Come Fly With Me,TV-14,90,2010,,82,come fly with me,False,tt1749004,tvSeries,Come Fly with Me,Come Fly with Me,0.0,2010.0,29,Comedy,7.5,10500.0,,,"Matt Lucas, Matt Lucas, Matt Lucas, David Walliams, David Walliams, David Walliams, Joe Cole, Rebecca Humphries",Paul King,"Kevin Cecil, Matt Lucas, Andy Riley, David Walliams"
Brickleberry,TV-MA,110,2014,63.0,80,brickleberry,False,tt33036223,tvEpisode,Brickleberry,Brickleberry,0.0,2014.0,30,Comedy,7.8,6.0,5,7,"Chris Lee Moore, Chris Lee Moore, Chris Lee Moore",Chris Lee Moore,Chris Lee Moore
BoJack Horseman,TV-MA,110,2016,,82,bojack horseman,False,tt13808490,tvEpisode,BoJack Horseman,BoJack Horseman,0.0,2016.0,30,"Animation,Comedy,Horror",7.8,6.0,,,Steve Simpson,Unknown,Unknown
BoJack Horseman,TV-MA,110,2016,,82,bojack horseman,False,tt7408270,tvEpisode,BoJack Horseman,BoJack Horseman,0.0,2016.0,30,Comedy,8.2,27.0,,,"Jared Bauer, Jared Bauer",Jared Bauer,Unknown
Being Mary Jane: The Series,TV-14,90,2016,,82,being mary jane: the series,False,,,,,,,,,,,,,,,
Unbreakable Kimmy Schmidt,TV-14,90,2016,,82,unbreakable kimmy schmidt,False,tt5370396,tvEpisode,Unbreakable Kimmy Schmidt,Unbreakable Kimmy Schmidt,0.0,2016.0,30,Talk-Show,7.8,6.0,2,5,"Jonn Blanchard, Stuart Lawson, Jonn Blanchard, Jonn Blanchard, Stuart Lawson, Jonn Blanchard",Jonn Blanchard,"Jonn Blanchard, Stuart Lawson"
Unbreakable Kimmy Schmidt,TV-14,90,2016,,82,unbreakable kimmy schmidt,False,tt5636592,tvEpisode,Unbreakable Kimmy Schmidt,Unbreakable Kimmy Schmidt,0.0,2016.0,42,Talk-Show,7.8,6.0,8,139,"Wendy Williams, Tituss Burgess, Debbie Miller",Debbie Miller,Unknown
Bordertown,TV-14,90,2016,86.0,80,bordertown,False,tt3323254,tvSeries,Bordertown,Bordertown,0.0,2016.0,21,"Animation,Comedy",5.5,3369.0,,,"Hank Azaria, Nicholas Gonzalez, Nicholas Gonzalez, Nicholas Gonzalez, Judah Friedlander, Alex Borstein, Alex Borstein, Stephanie Escajeda, John Viener, Zach Villa, Mark Hentemann, Mark Hentemann, Mark Hentemann, Mark Hentemann","Bob Bowen, Jacob Hair, Albert Calleros, Oreste Canestrelli, Ray Claffey, Gavin Dell, Jack Perkins","Kenny Byerly, Mark Hentemann, Michael Kennedy, Vanessa Ramos, Jon Silberman, Josh Silberman, Nathaniel Stein, Isaac Gonzalez, Jason Reich, Lalo Alcaraz, Susan Hurwitz Arneson, Gustavo Arellano, Alex Carter, Valentina Garza, BJ Porter, Dan Vebber, Joel Hurwitz"
Bordertown,TV-14,90,2016,86.0,80,bordertown,False,tt4937942,tvSeries,Bordertown,Sorjonen,0.0,2016.0,60,"Crime,Drama,Mystery",7.6,12895.0,,,"Ville Virtanen, Anu Sinisalo, Lenita Susi, Matti Laine, Jasmin Hamid, Max Bremer, Miikko Oikkonen","Juuso Syrjä, Jyri Kähönen, Miikko Oikkonen, Jussi Hiltunen, Marko Mäkilaakso","Miikko Oikkonen, Antti Pesonen, Atro Lahtela, Matti Laine, Paula Mononen, Sanna Reinumägi"
Bordertown,TV-14,90,2016,86.0,80,bordertown,False,tt5711316,short,Bordertown,Bordertown,0.0,2016.0,5,"Documentary,History,Short",7.8,6.0,,,"Syaiful Halim, Terrizqo Arief Sutansyah, Syaiful Halim, Syaiful Halim",Syaiful Halim,"Terrizqo Arief Sutansyah, Syaiful Halim, Arlin Nurshopiana"
Jane The Virgin,TV-14,90,2016,91.0,80,jane the virgin,False,,,,,,,,,,,,,,,
Dope,R,100,2015,79.0,80,dope,False,tt21376132,tvEpisode,Dope,Dope,0.0,2015.0,30,Comedy,7.8,6.0,5,22,"Matthew Festle, Jackson Turner, Jackson Turner, Matthew Festle, Jackson Turner, Matthew Festle, Jackson Turner, Matthew Festle, Matthew Festle","Matthew Festle, Jackson Turner","Matthew Festle, Jackson Turner"
Dope,R,100,2015,79.0,80,dope,False,tt3850214,movie,Dope,Dope,0.0,2015.0,103,"Adventure,Comedy,Crime",7.2,90732.0,,,"Shameik Moore, Tony Revolori, Kiersey Clemons, A$AP Rocky, Blake Anderson, Bruce Beatty, De'aundre Bonds, Julian Brand, Quincy Brown, Rick Famuyiwa, Rick Famuyiwa, Nina Yang Bongiovi, Rachel Morrison, Lee Haugen, Scott Falconer",Rick Famuyiwa,Rick Famuyiwa
Dope,R,100,2015,79.0,80,dope,False,tt4717036,tvEpisode,Dope,Dope,0.0,2015.0,42,Talk-Show,7.8,6.0,7,158,"Wendy Williams, Chanel Iman, Debbie Miller",Debbie Miller,Unknown
Dope,R,100,2015,79.0,80,dope,False,tt4789430,tvEpisode,Dope,Dope,0.0,2015.0,39,"Comedy,Talk-Show",7.8,6.0,5,30,"Brad Jones, Brad Jones, Brad Jones, Brad Jones",Unknown,Brad Jones
Dope,R,100,2015,79.0,80,dope,False,tt5169442,tvEpisode,Dope,Dope,0.0,2015.0,30,"Reality-TV,Talk-Show",7.8,6.0,4,76,Unknown,Unknown,Unknown
Dope,R,100,2015,79.0,80,dope,False,tt5475296,video,Dope,Dope,0.0,2015.0,30,Short,7.8,6.0,,,"Lola Brachet, Dr. Rhyma, Lola Brachet, Jonas Diene",Lola Brachet,Unknown
Dope,R,100,2015,79.0,80,dope,False,tt5626788,tvEpisode,Dope,Dope,0.0,2015.0,30,Comedy,7.8,6.0,1,3,"David Angelo, Oren Brimer, David Angelo",Oren Brimer,David Angelo
Dope,R,100,2015,79.0,80,dope,False,tt7046662,tvEpisode,Dope,Dope,0.0,2015.0,30,Documentary,7.8,6.0,9,52,David Freydt,David Freydt,Unknown
Dope,R,100,2015,79.0,80,dope,False,tt7233598,tvEpisode,Dope,Dope,0.0,2015.0,30,"Comedy,Talk-Show",7.8,6.0,5,53,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
The Carmichael Show,TV-14,90,2016,69.0,80,the carmichael show,False,tt5659122,tvEpisode,The Carmichael Show,The Carmichael Show,0.0,2016.0,42,Talk-Show,7.8,6.0,8,149,"Wendy Williams, Loretta Devine, Debbie Miller",Debbie Miller,Unknown
November Rule,TV-14,90,2015,,82,november rule,False,tt3273434,movie,November Rule,November Rule,0.0,2015.0,94,"Comedy,Romance",5.3,913.0,,,"Mike Elliott, Candice Childress, Juwan Lee, Cecelia Ross, Mike Elliott, David Brown",Mike Elliott,"Candice Childress, Juwan Lee, Cecelia Ross"
Haters Back Off,TV-14,90,2016,58.0,80,haters back off,False,tt6322176,tvEpisode,Haters Back Off,Haters Back Off,0.0,2016.0,30,Comedy,7.8,6.0,2,4,"Nathaniel Avila, Nathaniel Avila, Nathaniel Avila, Nathaniel Avila",Nathaniel Avila,Nathaniel Avila
Kubo and the Two Strings,PG,60,2016,96.0,80,kubo and the two strings,True,tt37149812,tvEpisode,Kubo and the Two Strings,Kubo and the Two Strings,0.0,2016.0,30,"News,Short",7.8,6.0,,,Unknown,Unknown,Unknown
Kubo and the Two Strings,PG,60,2016,96.0,80,kubo and the two strings,True,tt4302938,movie,Kubo and the Two Strings,Kubo and the Two Strings,0.0,2016.0,101,"Action,Adventure,Animation",7.7,143266.0,,,"Art Parkinson, Matthew McConaughey, Meyrick Murphy, Minae Noji, Travis Knight, Marc Haimes, Chris Butler, Shannon Tindle, Travis Knight, Arianne Sutner, Frank Passingham, Christopher Murrie-Green, Daniel R. Casey, Nelson Lowry",Travis Knight,"Marc Haimes, Chris Butler, Shannon Tindle"
Kubo and the Two Strings,PG,60,2016,96.0,80,kubo and the two strings,True,tt6255342,tvEpisode,Kubo and the Two Strings,Kubo and the Two Strings,0.0,2016.0,30,Talk-Show,7.8,6.0,7,14,"Mat Brunet, Mat Brunet, Mat Brunet",Mat Brunet,Mat Brunet
Kubo and the Two Strings,PG,60,2016,96.0,80,kubo and the two strings,True,tt6829714,tvEpisode,Kubo and the Two Strings,Kubo and the Two Strings,0.0,2016.0,30,Comedy,7.8,6.0,1,43,Unknown,Unknown,Unknown
Kubo and the Two Strings,PG,60,2016,96.0,80,kubo and the two strings,True,tt7244542,tvEpisode,Kubo and the Two Strings,Kubo and the Two Strings,0.0,2016.0,30,"Comedy,Talk-Show",7.8,6.0,6,80,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
Kubo and the Two Strings,PG,60,2016,96.0,80,kubo and the two strings,True,tt7939330,tvEpisode,Kubo and the Two Strings,Kubo and the Two Strings,0.0,2016.0,30,Talk-Show,7.8,6.0,,,Unknown,Unknown,Unknown
Kubo and the Two Strings,PG,60,2016,96.0,80,kubo and the two strings,True,tt9047802,tvEpisode,Kubo and the Two Strings,Kubo and the Two Strings,0.0,2016.0,30,Talk-Show,7.8,6.0,9,3,"Logan Ridenbaugh, Logan Ridenbaugh, Juke Denton, Logan Ridenbaugh, Logan Ridenbaugh",Logan Ridenbaugh,"Juke Denton, Logan Ridenbaugh"
A Weekend with the Family,TV-MA,110,2016,,82,a weekend with the family,False,,,,,,,,,,,,,,,
Crazyhead,TV-MA,110,2016,,82,crazyhead,False,tt6038584,tvMiniSeries,Crazyhead,Crazyhead,0.0,2016.0,44,"Comedy,Horror,Sci-Fi",7.2,5623.0,,,"Cara Theobold, Susan Wokoma, Lewis Reeves, Arinzé Kene, Charlie Archer, Howard Overman","Al Mackay, Declan O'Dwyer",Howard Overman
Queen of Katwe,PG,60,2016,,81,queen of katwe,False,tt4341582,movie,Queen of Katwe,Queen of Katwe,0.0,2016.0,124,"Biography,Drama,Sport",7.4,19445.0,,,"Madina Nalwanga, David Oyelowo, Martin Kabanza, Taryn Kyaze, Ivan Jacobo, Nicolas Levesque, Ronald Ssemaganda, Ethan Nazario Lubega, Nikita Waligwa, Mira Nair, William Wheeler, Tim Crothers, John B. Carls, Lydia Dean Pilcher, Stephanie Carroll",Mira Nair,"William Wheeler, Tim Crothers"
Little Boxes,TV-14,90,2016,61.0,80,little boxes,False,tt5030402,movie,Little Boxes,Little Boxes,0.0,2016.0,84,"Comedy,Drama",5.9,2263.0,,,"Oona Laurence, Miranda McKeon, Rob Meyer, Annie J. Howell, Ken H. Keller, Caron Rudner",Rob Meyer,Annie J. Howell
Deidra & Laney Rob a Train,TV-14,90,2017,,82,deidra & laney rob a train,False,tt4144332,movie,Deidra & Laney Rob a Train,Deidra & Laney Rob a Train,0.0,2017.0,92,"Comedy,Crime,Drama",6.0,2139.0,,,"Rachel Crow, Lance Gray, Danielle Nicolet, Gage Bradley, Nick Moceri, Raeann Eck, Sydney Freeland, Shelby Farrell, Nick Moceri, Joel Pickard",Sydney Freeland,Shelby Farrell
Hurricane Bianca,TV-MA,110,2016,,82,hurricane bianca,False,tt4007248,movie,Hurricane Bianca,Hurricane Bianca,0.0,2016.0,84,"Comedy,Drama",5.9,7090.0,,,"Roy Haylock, Lola Botha, Markus Kelle, Gene Fogarty, Misti Morley, Matt Kugelman, Matt Kugelman, Matt Kugelman, Judy Bowman",Matt Kugelman,Matt Kugelman
Honeytrap,NR,124,2014,,82,honeytrap,False,tt3159818,movie,Honeytrap,Honeytrap,0.0,2014.0,93,"Crime,Drama,Romance",5.9,860.0,,,"Jessica Sula, Lucien Laviscount, Ntonga Mwanza, Danielle Vitalis, Lauren W. Johns, Savannah Gordon-Liburd, Rebecca Johnson, Rebecca Johnson, Sarah Sulick, John Dwelly",Rebecca Johnson,Rebecca Johnson
