title,rating,ratingDescription,release year,user rating score,user rating size,title_normalized,is_top_1000,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,seasonNumber,episodeNumber,principals_names_list,directors_names,writers_names
Open Season: Scared Silly,PG,60,2015,72.0,80,open season: scared silly,False,tt4938374,movie,Open Season: Scared Silly,Open Season: Scared Silly!,0.0,2015.0,84,"Adventure,Animation,Comedy",5.0,4283.0,,,"Will Townsend, Will Townsend, Donny Lucas, Brian Drummond, Brian Drummond, Brian Drummond, Lee Tockar, Lee Tockar, Lee Tockar, David Feiss, Carlos Kotkin, John B. Carls, Steve Moore, Jill Culton, John Bush, Rupert Gregson-Williams, Maurissa Horwitz","David Feiss, Frantisek Vasa","Carlos Kotkin, John B. Carls, Steve Moore, Jill Culton, Anthony Stacchi, Steve Barr, David Feiss, Stephan Franck, Paul McEvoy, John Norton, Kris Pearn, Jan Sverák, Frantisek Vasa"
The Land Before Time XIV: Journey of the Brave,G,35,2016,,82,the land before time xiv: journey of the brave,False,tt4431254,video,The Land Before Time XIV: Journey of the Brave,The Land Before Time XIV: Journey of the Brave,0.0,2016.0,82,"Adventure,Animation,Comedy",5.7,1016.0,,,"Felix Wolfe, Meghan Strange, Meghan Strange, Aria Noelle Curzon, Aria Noelle Curzon, Rob Paulsen, Rob Paulsen, Davis Doi, Cliff Ruby, Elana Lesser, Judy Freudberg, Tony Geiss, Lisa Melbye, Ruth Lambert",Davis Doi,"Cliff Ruby, Elana Lesser, Judy Freudberg, Tony Geiss"
Alice Through the Looking Glass,PG,60,2016,96.0,80,alice through the looking glass,False,tt18815012,tvEpisode,Alice Through the Looking Glass,Alice Through the Looking Glass,0.0,2016.0,30,Comedy,7.8,6.0,1,6,"Tony Goldmark, Tony Goldmark, Tony Goldmark, Tony Goldmark",Tony Goldmark,Tony Goldmark
Alice Through the Looking Glass,PG,60,2016,96.0,80,alice through the looking glass,False,tt2567026,movie,Alice Through the Looking Glass,Alice Through the Looking Glass,0.0,2016.0,113,"Adventure,Family,Fantasy",6.2,129712.0,,,"Matt Lucas, Matt Lucas, James Bobin, Linda Woolverton, Lewis Carroll, Tim Burton, Danny Elfman, Lucy Bevan",James Bobin,"Linda Woolverton, Lewis Carroll"
Alice Through the Looking Glass,PG,60,2016,96.0,80,alice through the looking glass,False,tt5648986,tvEpisode,Alice Through the Looking Glass,Alice Through the Looking Glass,0.0,2016.0,30,"Comedy,Family",7.8,6.0,,,Harry Perry III,Harry Perry III,Unknown
Alice Through the Looking Glass,PG,60,2016,96.0,80,alice through the looking glass,False,tt5811580,tvEpisode,Alice Through the Looking Glass,Alice Through the Looking Glass,0.0,2016.0,30,Comedy,7.8,6.0,1,5,"Sean Hellend, Sean Hellend, Lydia Brisbout, Sean Hellend",Sean Hellend,Sean Hellend
Alice Through the Looking Glass,PG,60,2016,96.0,80,alice through the looking glass,False,tt6343148,tvEpisode,Alice Through the Looking Glass,Alice Through the Looking Glass,0.0,2016.0,30,Documentary,7.8,6.0,,,"Richard Roeper, Richard Roeper",Unknown,Richard Roeper
Alice Through the Looking Glass,PG,60,2016,96.0,80,alice through the looking glass,False,tt7048050,tvEpisode,Alice Through the Looking Glass,Alice Through the Looking Glass,0.0,2016.0,30,Documentary,7.8,6.0,10,47,David Freydt,David Freydt,Unknown
Alice Through the Looking Glass,PG,60,2016,96.0,80,alice through the looking glass,False,tt7241412,tvEpisode,Alice Through the Looking Glass,Alice Through the Looking Glass,0.0,2016.0,30,"Comedy,Talk-Show",7.8,6.0,6,44,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
Alice Through the Looking Glass,PG,60,2016,96.0,80,alice through the looking glass,False,tt7265874,tvEpisode,Alice Through the Looking Glass,Alice Through the Looking Glass,0.0,2016.0,30,Comedy,7.8,6.0,1,42,"Roxxy Haze, Roxxy Haze, Roxxy Haze",Roxxy Haze,Roxxy Haze
Ask the StoryBots,TV-Y,10,2016,,82,ask the storybots,False,tt5846856,tvSeries,Ask the StoryBots,Ask the StoryBots,0.0,2016.0,24,"Adventure,Animation,Comedy",8.5,1126.0,,,"Jeff Gill, Gregg Spiridellis, Gregg Spiridellis, Evan Spiridellis, Evan Spiridellis, Jim Meskimen, Jim Meskimen, Jim Meskimen, Nate Theis, Nate Theis, Nate Theis, Randy Crenshaw, Randy Crenshaw, Randy Crenshaw, Eric Bauza, Eric Bauza, Evan Spiridellis, Gregg Spiridellis","Evan Spiridellis, Jacob Streilein, Colin Lepper, Jeff Gill, Ian Worrel, Kendall Nelson","Evan Spiridellis, Gregg Spiridellis, Nate Theis, Yang E. Coutiño, Craig Kellman, Erik Weiner, Eddie West, Henock Lebsekal, Jacob Streilein, Jeff Gill, John Nugent, Anthony Holden, Amanda McCann, Scott Emmons, Colin Lepper, Andy Ochiltree, Jackson Read"
Goldie & Bear,TV-Y,10,2016,77.0,80,goldie & bear,False,,,,,,,,,,,,,,,
Little Baby Bum: Nursery Rhyme Friends,TV-Y,10,2016,,82,little baby bum: nursery rhyme friends,False,tt11460334,tvSeries,Little Baby Bum: Nursery Rhyme Friends,Little Baby Bum: Nursery Rhyme Friends,0.0,2016.0,60,"Animation,Family,Music",6.6,57.0,,,"Chloe Marsden, María Esnoz",Unknown,Unknown
Tayo the Little Bus,TV-Y,10,2014,,82,tayo the little bus,False,,,,,,,,,,,,,,,
Antz,PG,60,1998,80.0,80,antz,False,tt0120587,movie,Antz,Antz,0.0,1998.0,83,"Adventure,Animation,Comedy",6.5,168047.0,,,"Dan Aykroyd, Eric Darnell, Tim Johnson, Todd Alcott, Chris Weitz, Paul Weitz, Aron Warner, Patty Wooton, Stan Webb","Eric Darnell, Tim Johnson, Lawrence Guterman","Todd Alcott, Chris Weitz, Paul Weitz"
Chicken Run,G,35,2000,80.0,80,chicken run,False,tt0120630,movie,Chicken Run,Chicken Run,0.0,2000.0,84,"Adventure,Animation,Comedy",7.1,219747.0,,,"Julia Sawalha, Phil Daniels, Lynn Ferguson, Tony Haygarth, Jane Horrocks, Benjamin Whitrow, Peter Lord, Nick Park, Peter Lord, Nick Park, Karey Kirkpatrick, Mark Burton, Peter Lord, Nick Park, David Sproxton, Simon Jacobs, Andy MacCormack, Frank Passingham, Robert Francis, Tamsin Parry, Mark Solomon, Phil Lewis","Peter Lord, Nick Park","Peter Lord, Nick Park, Karey Kirkpatrick, Mark Burton, John O'Farrell"
Spy Kids 3: Game Over,PG,60,2003,64.0,80,spy kids 3: game over,False,tt0338459,movie,Spy Kids 3: Game Over,Spy Kids 3: Game Over,0.0,2003.0,84,"Action,Adventure,Comedy",4.4,69252.0,,,"Daryl Sabara, Alexa PenaVega, Robert Rodriguez, Robert Rodriguez, Robert Rodriguez, Robert Rodriguez, Robert Rodriguez, Robert Rodriguez, Robert Rodriguez",Robert Rodriguez,Robert Rodriguez
Annie,PG,60,1982,68.0,80,annie,False,tt0083564,movie,Annie,Annie,0.0,1982.0,127,"Comedy,Drama,Family",6.6,51729.0,,,"Aileen Quinn, Carol Burnett, Ann Reinking, Bernadette Peters, Geoffrey Holder, Roger Minami, Toni Ann Gisondi, Rosanne Sorrentino, John Huston, Carol Sobieski, Thomas Meehan, Martin Charnin, Ray Stark, Charles Strouse, Richard Moore, Michael A. Stevenson, Dale Hennesy",John Huston,"Carol Sobieski, Thomas Meehan, Martin Charnin, Harold Gray"
Mulan 2,G,35,2004,85.0,80,mulan 2,False,,,,,,,,,,,,,,,
Lilo & Stitch 2: Stitch Has A Glitch,PG,60,2005,85.0,80,lilo & stitch 2: stitch has a glitch,False,tt0457993,video,Lilo & Stitch 2: Stitch Has a Glitch,Lilo & Stitch 2: Stitch Has a Glitch,0.0,2005.0,68,"Animation,Comedy,Drama",6.2,20189.0,,,"Chris Sanders, Tia Carrere, David Ogden Stiers, Kevin McDonald, Kunewa Mook, Jason Scott Lee, William J. Caparella, Holliston Coleman, Michael LaBash, Tony Leondis, Tony Leondis, Michael LaBash, Eddie Guzelian, Alexa Junge, Christopher Chase, William J. Caparella, Jamie Thomason, Dennis Greco, Nicole Psalidas","Michael LaBash, Tony Leondis","Tony Leondis, Michael LaBash, Eddie Guzelian, Alexa Junge, Michael Lucker"
DreamWorks Shrek's Swamp Stories,TV-PG,70,2008,56.0,80,dreamworks shrek's swamp stories,False,,,,,,,,,,,,,,,
Beverly Hills Chihuahua 3: Viva La Fiesta!,G,35,2012,,82,beverly hills chihuahua 3: viva la fiesta!,False,tt2224075,video,Beverly Hills Chihuahua 3: Viva La Fiesta!,Beverly Hills Chihuahua 3: Viva La Fiesta!,0.0,2012.0,89,"Adventure,Comedy,Family",4.4,2650.0,,,"Marcus Coloma, Briana Lane, Amanda Fuller, Michael Lanahan, Lev L. Spiro, Dana Starfield, Jeffrey Bushell, Heitor Pereira, Matthew V. Ace Colonna, Craig Stearns",Lev L. Spiro,"Dana Starfield, Jeffrey Bushell"
DreamWorks Spooky Stories: Volume 2,TV-PG,70,2011,,82,dreamworks spooky stories: volume 2,False,,,,,,,,,,,,,,,
The Magic School Bus,TV-Y,10,1997,81.0,80,the magic school bus,False,,,,,,,,,,,,,,,
Sammy 2,TV-PG,70,2012,,82,sammy 2,False,,,,,,,,,,,,,,,
Sofia the First,TV-Y,10,2015,82.0,80,sofia the first,False,,,,,,,,,,,,,,,
Barbie Life in the Dreamhouse,TV-G,35,2012,85.0,80,barbie life in the dreamhouse,False,,,,,,,,,,,,,,,
Paddington,PG,60,2014,70.0,80,paddington,False,tt1109624,movie,Paddington,Paddington,0.0,2014.0,95,"Adventure,Comedy,Family",7.3,148420.0,,,"Hugh Bonneville, Tim Downie, Madeleine Worrall, Lottie Steer, Theresa Watson, Paul King, Paul King, Hamish McColl, Michael Bond, Gary Williamson",Paul King,"Paul King, Hamish McColl, Michael Bond"
Larva,TV-G,35,2015,,82,larva,False,,,,,,,,,,,,,,,
Sid the Science Kid,TV-Y,10,2008,,82,sid the science kid,False,tt1236429,tvSeries,Sid the Science Kid,Sid the Science Kid,0.0,2008.0,27,"Animation,Comedy,Family",5.5,1054.0,,,"Drew Massey, Victor Yerrid, Victor Yerrid, Mia Ella Mimica, Alice Dinnean, Alice Dinnean, Julianne Buescher, Julianne Buescher, Donna Kimball, Donna Kimball, Donna Kimball, Alon Williams, Alon Williams, Sonya Leslie, Sonya Leslie, Sonya Leslie","Hugh Martin, Katy Garretson, Brian Henson, Kirk R. Thatcher, Allan Trautman, Dean Gordon, David Gumpel, Greg V. Fera, Camilla Calamandrei","Elise Allen, Joe Ansolabehere, Craig Bartlett, Alice Dinnean, Michael Foulke, Keith Kaczorek, Jim Lewis, Sascha Paladino, Corey Powell, Joseph Purdy, Adam Rudman, Eric Shaw, Will Shepard, Bradley Zweig"
Minions,PG,60,2015,96.0,80,minions,False,tt11262310,tvEpisode,Minions,Minions,0.0,2015.0,30,"Comedy,Family",7.8,6.0,2,5,"Dane Boedigheimer, Dane Boedigheimer, Dane Boedigheimer, Dane Boedigheimer, Dane Boedigheimer, Spencer Grove",Dane Boedigheimer,"Dane Boedigheimer, Spencer Grove"
Minions,PG,60,2015,96.0,80,minions,False,tt2293640,movie,Minions,Minions,0.0,2015.0,91,"Adventure,Animation,Comedy",6.4,274391.0,,,"Jon Hamm, Pierre Coffin, Jennifer Saunders, Kyle Balda, Pierre Coffin, Brian Lynch, Janet Healy, Christopher Meledandri, Heitor Pereira, Claire Dodgson, Eric Guillon","Kyle Balda, Pierre Coffin",Brian Lynch
Minions,PG,60,2015,96.0,80,minions,False,tt4855580,tvEpisode,Minions,Minions,0.0,2015.0,8,Talk-Show,7.8,6.0,6,7,"Mat Brunet, Mat Brunet, Mat Brunet, Mat Brunet",Mat Brunet,Mat Brunet
Minions,PG,60,2015,96.0,80,minions,False,tt4875630,tvEpisode,Minions,Minions,0.0,2015.0,30,Family,7.8,6.0,,,"Xander Denke, Drew Champion, Todd Roy, Xander Denke",Xander Denke,"Drew Champion, Todd Roy"
Minions,PG,60,2015,96.0,80,minions,False,tt4943090,tvEpisode,Minions,Minions,0.0,2015.0,30,Biography,7.8,6.0,,,"Adam Jennings, Adam Jennings",Unknown,Adam Jennings
Minions,PG,60,2015,96.0,80,minions,False,tt5169392,tvEpisode,Minions,Minions,0.0,2015.0,30,"Reality-TV,Talk-Show",7.8,6.0,4,66,Unknown,Unknown,Unknown
Minions,PG,60,2015,96.0,80,minions,False,tt5241050,tvEpisode,Minions,Minions,0.0,2015.0,30,Comedy,7.0,71.0,4,43,"Spencer Gilbert, Dan Murrell, Andy Signore, Joe Starr",Unknown,"Spencer Gilbert, Dan Murrell, Andy Signore, Joe Starr, Brett Weiner"
Minions,PG,60,2015,96.0,80,minions,False,tt5661274,tvEpisode,Minions,Minions,0.0,2015.0,30,"Documentary,Sport",7.8,6.0,3,4,Denis Leary,Unknown,Unknown
Minions,PG,60,2015,96.0,80,minions,False,tt6399854,tvEpisode,Minions,Minions,0.0,2015.0,30,"Comedy,News",7.8,6.0,1,5,Unknown,Unknown,Unknown
Minions,PG,60,2015,96.0,80,minions,False,tt7233608,tvEpisode,Minions,Minions,0.0,2015.0,30,"Comedy,Talk-Show",7.8,6.0,5,58,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
Minions,PG,60,2015,96.0,80,minions,False,tt9446274,tvEpisode,Minions,Minions,0.0,2015.0,30,"Comedy,Short",7.8,6.0,1,7,"Jacquie Baker, Matthew Schmid, Josh Jones, Jacquie Baker, Matthew Schmid, Josh Jones",Josh Jones,"Jacquie Baker, Matthew Schmid"
The Little Prince,PG,60,2015,71.0,80,the little prince,False,tt1754656,movie,The Little Prince,Le petit prince,0.0,2015.0,108,"Adventure,Animation,Comedy",7.6,69316.0,,,"Mackenzie Foy, Riley Osborne, Bud Cort, Ricky Gervais, Mark Osborne, Irena Brignull, Bob Persichetti, Antoine de Saint-Exupéry, Dimitri Rassam, Aton Soumache, Alexis Vonarb, Richard Harvey, Celine Desrumaux, Lou Romano",Mark Osborne,"Irena Brignull, Bob Persichetti, Antoine de Saint-Exupéry"
The Little Prince,PG,60,2015,71.0,80,the little prince,False,tt3848668,movie,The Little Prince,Der kleine Prinz,0.0,2015.0,30,Drama,7.8,6.0,,,"Anja Pirling, Anja Pirling",Anja Pirling,Unknown
The Little Prince,PG,60,2015,71.0,80,the little prince,False,tt5317732,movie,The Little Prince,The Little Prince,0.0,2015.0,49,Documentary,8.0,5.0,,,"Maurice Nuiten, Nicky Maas, Nicky Maas, Anja Pirling",Nicky Maas,"Nicky Maas, Anja Pirling"
Word Party,TV-Y,10,2016,,82,word party,False,tt5235950,tvSeries,Word Party,Word Party,0.0,2016.0,11,"Animation,Family",5.5,406.0,,,"Victor Yerrid, Dorien Davies, Donna Kimball, John Tartaglia, Alon Williams, Alon Williams, Patina Miller, Arthur Casas, Elizabeth Roberts, Alex Rockwell","Bret Nelson, Michael Shawn Lewis, David Skelly, Jason deVilliers, Brian Henson","Michael Foulke, Alex Rockwell, Sindy McKay, Marcy Brown, Dennis Haley, Ryan Toyama, Victor Yerrid, Donna Kimball, Dorien Davies, Ashley Griffis, Christie Insley, Judy Rothman Rofé, Katherine E. Lewis, John Tartaglia"
Cool Runnings,PG,60,1993,81.0,80,cool runnings,False,tt0106611,movie,Cool Runnings,Cool Runnings,0.0,1993.0,98,"Adventure,Comedy,Family",7.0,118352.0,,,"Leon, Doug E. Doug, Rawle D. Lewis, Malik Yoba, Peter Outerbridge, Paul Coeur, Larry Gilman, Charles Hyatt, Jon Turteltaub, Lynn Siefert, Michael Ritchie, Tommy Swerdlow, Michael Goldberg, Dawn Steel, Chemin Sylvia Bernard, Stephen Marsh",Jon Turteltaub,"Lynn Siefert, Michael Ritchie, Tommy Swerdlow, Michael Goldberg"
Homeward Bound: The Incredible Journey,G,35,1993,96.0,80,homeward bound: the incredible journey,False,tt0107131,movie,Homeward Bound: The Incredible Journey,Homeward Bound: The Incredible Journey,0.0,1993.0,84,"Adventure,Comedy,Drama",7.0,53641.0,,,"Don Ameche, Don Alder, Ed Bernard, Kevin Chevalia, Anne Christianson, Ted D'Arms, Woody Eney, Kim Greist, Duwayne Dunham, Sheila Burnford, Caroline Thompson, Linda Woolverton, Franklin R. Levy, Reed Smoot, Jonathan P. Shaw, Susan Bluestein, Marsha Shoenman",Duwayne Dunham,"Sheila Burnford, Caroline Thompson, Linda Woolverton"
Anastasia,G,35,1997,93.0,80,anastasia,False,tt0118617,movie,Anastasia,Anastasia,0.0,1997.0,94,"Adventure,Animation,Drama",7.2,142369.0,,,"Hank Azaria, Bernadette Peters, Rick Jones, Rick Jones, Rick Jones, Don Bluth, Gary Goldman, Susan Gauthier, Bruce Graham, Bob Tzudiker, Noni White, Don Bluth, Gary Goldman, David Newman, Bob Bender, Fiona Trayler, Michael Peraza Jr.","Don Bluth, Gary Goldman","Susan Gauthier, Bruce Graham, Bob Tzudiker, Noni White, Eric Tuchman"
Anastasia,G,35,1997,93.0,80,anastasia,False,tt1125856,video,Anastasia,Anastasia,0.0,1997.0,48,"Animation,Family",4.7,1030.0,,,"Corey Burton, Corey Burton, Cam Clarke, Scott McNeil, Charles Martinet, Charles Martinet, Charles Martinet, Charles Martinet, Charles Martinet, Charles Martinet, Libby Hinson, Charles Martinet, Diane Paloma Eskenazi, Lowell Alexander",Diane Paloma Eskenazi,"Libby Hinson, Charles Martinet"
Anastasia,G,35,1997,93.0,80,anastasia,False,tt2060477,video,Anastasia,Anastasia,0.0,1997.0,50,"Adventure,Animation,Comedy",6.7,49.0,,,"Leonard Lee, Roddy Lee, Roz Phillips, Roddy Lee, Roz Phillips, Steve Turner",Unknown,"Leonard Lee, Roddy Lee, Roz Phillips"
Missione Hamburger,PG,60,1997,75.0,80,missione hamburger,False,,,,,,,,,,,,,,,
Curious George,G,35,2006,55.0,80,curious george,False,tt0381971,movie,Curious George,Curious George,0.0,2006.0,87,"Adventure,Animation,Comedy",6.5,18940.0,,,"Eugene Levy, Timyra-Joi Beatty, Christopher Chen, Alexander Gould, Matthew O'Callaghan, Ken Kaufman, Mike Werb, Margret Rey, H.A. Rey, Ron Howard, David Kirschner, Jon Shapiro, Heitor Pereira",Matthew O'Callaghan,"Ken Kaufman, Mike Werb, Margret Rey, H.A. Rey"
Curious George,G,35,2006,55.0,80,curious george,False,tt0449545,tvSeries,Curious George,Curious George,0.0,2006.0,30,"Adventure,Animation,Comedy",7.2,4198.0,,,"Rob Paulsen, Rob Paulsen, Rob Paulsen, Kath Soucie, Kath Soucie, Kath Soucie, Joe Fallon","Scott Heming, Andrei Svislotski, Cathy Malkasian, Jeff McGrath, Davis Doi, Frank Marino, Dean Criswell, Steve Socki, Frank Molieri, Kevin Johnson, Geoff Adams","H.A. Rey, Margret Rey, Joe Fallon, Raye Lankford, Chuck Tately, Sherri Stoner, Ken Scarborough, Melissa Berg, Kay Christianson-Donmyer, Lazar Saric, Bruce Akiyama, Jeff Goode, Peter K. Hirsch, John Loy, Deanna Oliver, Ron Holsey, Scott Gray, Sandra Willard, Craig Miller, Kathy Waugh, Peter Ferland, Cooper Sweeney, Michael Maurer, Bill Burnett, Jessica Honor Carleton, Christine Ecklund, Glen Berger, Elana Lesser, Cliff Ruby, Scott Cameron, Diane Kredensor, Gentry Menzel, Cusi Cram, Peter Bakalian, Ross Canter, Matt Hoverman, Jonathan Greenberg, Angela Salt, Mark Purdy, Karl Geurs, George Arthur Bloom, Dietrich Smith, Ken Pontac, Bart Coughlin, Catherine Lieuwen, Grant Moran, Holly Huckins, Matthew Baughman, Justin B. Tolley, Jana Howington, Craig Carlisle, Christine Ecklund, Sarah Katin, Nakia Trower Shuman, P. Kevin Strader, Lauren Strasburger, Sindy Boveda-Spackman, Adam Rudman, Frederick Stroppel"
Curious George,G,35,2006,55.0,80,curious george,False,tt0497349,videoGame,Curious George,Curious George,0.0,2006.0,30,Adventure,6.3,47.0,,,"Leigh-Allyn Baker, Dee Bradley Baker, Dee Bradley Baker, Dee Bradley Baker, Dave Ellis",Unknown,Dave Ellis
Secret of the Wings,G,35,2012,65.0,80,secret of the wings,False,tt1217213,movie,Secret of the Wings,Secret of the Wings,0.0,2012.0,75,"Animation,Family,Fantasy",7.0,15361.0,,,"Lucy Liu, Raven-Symoné, Megan Hilty, Angela Bartys, Matt Lanter, Peggy Holmes, Bobs Gannaway, Peggy Holmes, Ryan Rowe, Tom Rogers","Peggy Holmes, Bobs Gannaway","Bobs Gannaway, Peggy Holmes, Ryan Rowe, Tom Rogers"
Secret of the Wings,G,35,2012,65.0,80,secret of the wings,False,tt2469950,tvEpisode,Secret of the Wings,Secret of the Wings,0.0,2012.0,30,"Documentary,Family",7.8,6.0,,,"Andy Meyers, Andy Meyers",Andy Meyers,Unknown
Clifford the Big Red Dog,TV-Y,10,2002,,82,clifford the big red dog,False,,,,,,,,,,,,,,,
Walt Disney Animation Studios Short Films Collection,TV-G,35,2015,84.0,80,walt disney animation studios short films collection,False,tt6181728,video,Walt Disney Animation Studios Short Films Collection,Walt Disney Animation Studios Short Films Collection,0.0,2015.0,89,"Adventure,Animation,Comedy",7.6,952.0,,,"Nathan Greno, Nathan Greno, Nathan Greno, Byron Howard, Byron Howard, Katie Lowes, Raymond S. Persi, Roger Allers, Mark Henn, Lauren MacMullan, Roger Allers, Ed Gombert, Kevin Harkey, Nancy Kruse, Tamara Boutcher, Dorothy McKim, Michael Giacchino, Jessica Ambinder-Rojas, Andrew Edward Harkness","Roger Allers, Mark Henn, Lauren MacMullan","Roger Allers, Ed Gombert, Kevin Harkey, Nancy Kruse, Lauren MacMullan, Burny Mattinson, Marc Smith"
Bunk'd,TV-G,35,2016,61.0,80,bunk'd,False,,,,,,,,,,,,,,,
The BFG,PG,60,2016,97.0,80,the bfg,False,tt14009360,tvEpisode,The BFG,The BFG,0.0,2016.0,30,Talk-Show,7.8,6.0,,,Unknown,Unknown,Unknown
The BFG,PG,60,2016,97.0,80,the bfg,False,tt3691740,movie,The BFG,The BFG,0.0,2016.0,117,"Adventure,Family,Fantasy",6.3,96843.0,,,"Mark Rylance, Ruby Barnhill, Bill Hader, Adam Godley, Adam Godley, Michael Adamthwaite, Michael Adamthwaite, Steven Spielberg, Melissa Mathison, Roald Dahl, Sam Mercer, Steven Spielberg",Steven Spielberg,"Melissa Mathison, Roald Dahl"
The BFG,PG,60,2016,97.0,80,the bfg,False,tt5864626,tvEpisode,The BFG,The BFG,0.0,2016.0,30,"Comedy,Family",7.8,6.0,,,"Ruby Barnhill, Steven Spielberg, Harry Perry III",Harry Perry III,Unknown
The BFG,PG,60,2016,97.0,80,the bfg,False,tt7048328,tvEpisode,The BFG,The BFG,0.0,2016.0,30,Documentary,7.8,6.0,10,72,David Freydt,David Freydt,Unknown
The BFG,PG,60,2016,97.0,80,the bfg,False,tt7241486,tvEpisode,The BFG,The BFG,0.0,2016.0,30,"Comedy,Talk-Show",7.8,6.0,6,59,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
The Real Ghostbusters,TV-Y7,41,1990,65.0,80,the real ghostbusters,False,,,,,,,,,,,,,,,
Babe: Pig in the City,G,35,1998,,82,babe: pig in the city,False,tt0120595,movie,Babe: Pig in the City,Babe: Pig in the City,0.0,1998.0,97,"Adventure,Comedy,Drama",5.9,36796.0,,,"Magda Szubanski, Mary Stein, Danny Mann, Danny Mann, Danny Mann, Nathan Kress, Nathan Kress, George Miller, George Miller, Judy Morris, Mark Lamprell, Dick King-Smith, George Miller",George Miller,"George Miller, Judy Morris, Mark Lamprell, Dick King-Smith"
The Prince of Egypt,PG,60,1998,81.0,80,the prince of egypt,False,tt0120794,movie,The Prince of Egypt,The Prince of Egypt,0.0,1998.0,99,"Adventure,Animation,Drama",7.2,155638.0,,,"Brenda Chapman, Steve Hickner, Simon Wells, Philip LaZebnik, Nicholas Meyer, Penney Finkelman Cox, Sandra Rabins","Brenda Chapman, Steve Hickner, Simon Wells","Philip LaZebnik, Nicholas Meyer"
Paulie,PG,60,1998,,82,paulie,False,tt0125454,movie,Paulie,Paulie,0.0,1998.0,91,"Adventure,Comedy,Drama",6.5,16900.0,,,"Tony Shalhoub, Bruce Davison, Hallie Eisenberg, John Roberts, Laurie Craig, John Debney",John Roberts,Laurie Craig
The Road to El Dorado,PG,60,2000,91.0,80,the road to el dorado,False,tt0138749,movie,The Road to El Dorado,The Road to El Dorado,0.0,2000.0,89,"Adventure,Animation,Comedy",6.9,114497.0,,,"Rosie Perez, Elijah Chiang, Bibo Bergeron, Don Paul, Ted Elliott, Terry Rossio, Karey Kirkpatrick, Philip LaZebnik, Bonne Radford, Vicki Hiatt, Dan Molina, Lynne Southerland, Christian Schellewald","Bibo Bergeron, Don Paul, Jeffrey Katzenberg","Ted Elliott, Terry Rossio, Karey Kirkpatrick, Philip LaZebnik"
The Road to El Dorado,PG,60,2000,91.0,80,the road to el dorado,False,tt35694452,tvEpisode,The Road To El Dorado,The Road To El Dorado,0.0,2000.0,30,Talk-Show,7.8,6.0,1,35,Unknown,Unknown,Unknown
Fantasia 2000,G,35,2000,,82,fantasia 2000,False,,,,,,,,,,,,,,,
Pocahontas II: Journey to a New World,TV-G,35,1998,64.0,80,pocahontas ii: journey to a new world,False,,,,,,,,,,,,,,,
Fantasia,G,35,1940,61.0,80,fantasia,True,tt0032455,movie,Fantasia,Fantasia,0.0,1940.0,124,"Animation,Family,Fantasy",7.7,108298.0,,,"Leopold Stokowski, Deems Taylor, Corey Burton, Corey Burton, Tim Matheson, Tim Matheson, Julietta Novis, Julietta Novis, Joe Grant, Dick Huemer, Lee Blair, Elmer Plummer","James Algar, Samuel Armstrong, Ford Beebe Jr., Norman Ferguson, David Hand, Jim Handley, T. Hee, Wilfred Jackson, Hamilton Luske, Bill Roberts, Paul Satterfield, Ben Sharpsteen","Joe Grant, Dick Huemer, Lee Blair, Elmer Plummer, Phil Dike, Sylvia Moberly-Holland, Norman Wright, Bianca Majolie, Graham Heid, Perce Pearce, Carl Fallberg, William Martin, Leo Thiele, Robert Sterner, John McLeish, Otto Englander, Webb Smith, Erdman Penner, Joseph Sabo, Bill Peet, Vernon Stallings, Campbell Grant, Arthur Heinemann"
An American Tail,G,35,1986,67.0,80,an american tail,False,tt0090633,movie,An American Tail,An American Tail,0.0,1986.0,80,"Adventure,Animation,Comedy",6.9,60188.0,,,"Erica Yohn, Nehemiah Persoff, Amy Green, Phillip Glasser, John Finnegan, Will Ryan, Pat Musick, Don Bluth, David Kirschner, Judy Freudberg, Tony Geiss, Don Bluth, Gary Goldman, John Pomeroy, Dan Molina, Lynda Gordon, Don Bluth",Don Bluth,"David Kirschner, Judy Freudberg, Tony Geiss"
Pooh's Grand Adventure: The Search for Christopher Robin,G,35,1997,,82,pooh's grand adventure: the search for christopher robin,False,tt0119918,video,Pooh's Grand Adventure: The Search for Christopher Robin,Pooh's Grand Adventure: The Search for Christopher Robin,0.0,1997.0,76,"Adventure,Animation,Comedy",7.0,7099.0,,,"John Fiedler, Andre Stojka, Frankie J. Galasso, Karl Geurs, A.A. Milne, Karl Geurs, Carter Crocker, Karl Geurs, Jamie Thomason",Karl Geurs,"A.A. Milne, Karl Geurs, Carter Crocker"
