title,rating,ratingDescription,release year,user rating score,user rating size,title_normalized,is_top_1000,titleType,isAdult,runtimeMinutes,genres,averageRating,numVotes,seasonNumber,episodeNumber,actors_list,directors_names,writers_names,success_score
jessie,tv-g,35,True,88.0,80,jessie,False,tvepisode,False,21,reality-tv,7.8,6,1,5,skye hilton,skye hilton,unknown,15.178099162631442
jessie,tv-g,35,True,88.0,80,jessie,False,short,False,40,"drama,family,short",7.8,6,,,"audrey baker,paige gibeault,matthew arehart,amy cooper,james feeks,ryan block,gabby husbands,marcia aguiar,ruthanne hosack,michael stupecki,andrew arehart,jack arehart,carolyn arehart,frank wiewandt,heartland community worship,andy arehart","andrew arehart,jack arehart,matthew arehart","andrew arehart,carolyn arehart,jack arehart,matthew arehart",15.178099162631442
disney animation collection: vol. 1: mickey and the beanstalk,tv-g,35,True,,82,disney animation collection: vol. 1: mickey and the beanstalk,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
lab rats,tv-y7,41,True,85.0,80,lab rats,False,short,False,17,"action,horror,sci-fi",7.8,6,,,"jackie calderon,rupert giroux,kevin hsieh,danny noyes,cheyenne wise,john stevenson,jason chimonides,perrone ford",john stevenson,john stevenson,15.178099162631442
pocoyo,tv-y,10,True,67.0,80,pocoyo,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
octonauts,tv-y,10,True,,82,octonauts,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
dragons: race to the edge,tv-y7-fv,42,True,88.0,80,dragons: race to the edge,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
mother goose club,tv-y,10,True,,82,mother goose club,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
little einsteins,tv-y,10,True,70.0,80,little einsteins,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
hotel transylvania 2,pg,60,True,93.0,80,hotel transylvania 2,False,movie,False,89,"adventure,animation,comedy",6.6,153714,,,"adam sandler,steve buscemi,david spade,asher blinkoff,genndy tartakovsky,robert smigel,todd durham,michael kurinsky",genndy tartakovsky,"robert smigel,adam sandler,todd durham",78.82284641535418
hotel transylvania 2,pg,60,True,93.0,80,hotel transylvania 2,False,tvepisode,False,11,talk-show,7.8,6,6,9,mat brunet,mat brunet,mat brunet,15.178099162631442
dawn of the croods,tv-y7,41,True,72.0,80,dawn of the croods,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
kung fu panda 3,pg,60,True,92.0,80,kung fu panda 3,False,movie,False,95,"action,adventure,animation",7.1,205966,,,"bryan cranston,seth rogen,lucy liu,kate hudson,alessandro carloni,jennifer yuh nelson,jonathan aibel,glenn berger,melissa cobb,clare knight,raymond zibach","alessandro carloni,jennifer yuh nelson","jonathan aibel,glenn berger,ethan reiff,cyrus voris",86.87184580942797
kung fu panda 3,pg,60,True,92.0,80,kung fu panda 3,False,tvepisode,False,42,"game-show,reality-tv",6.5,10,3,3,"ron ben-israel,alessandro carloni,jennifer yuh nelson,michael shea",michael shea,unknown,15.58631927318941
home: adventures with tip & oh,tv-y7,41,True,,82,home: adventures with tip & oh,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
open season: scared silly,pg,60,True,72.0,80,open season: scared silly,False,movie,False,84,"adventure,animation,comedy",5.0,4283,,,"will townsend,donny lucas,brian drummond,lee tockar,david feiss,carlos kotkin,john b. carls,steve moore,jill culton,john bush,rupert gregson-williams,maurissa horwitz","david feiss,frantisek vasa","carlos kotkin,john b. carls,steve moore,jill culton,anthony stacchi,steve barr,david feiss,stephan franck,paul mcevoy,john norton,kris pearn,jan sverák,frantisek vasa",41.813212157838194
the land before time xiv: journey of the brave,g,35,True,,82,the land before time xiv: journey of the brave,False,video,False,82,"adventure,animation,comedy",5.7,1016,,,"felix wolfe,meghan strange,aria noelle curzon,rob paulsen,davis doi,cliff ruby,elana lesser,judy freudberg,tony geiss,lisa melbye,ruth lambert",davis doi,"cliff ruby,elana lesser,judy freudberg,tony geiss",39.470290657476795
alice through the looking glass,pg,60,True,96.0,80,alice through the looking glass,False,tvepisode,False,30,comedy,7.8,6,1,6,tony goldmark,tony goldmark,tony goldmark,15.178099162631442
alice through the looking glass,pg,60,True,96.0,80,alice through the looking glass,False,movie,False,113,"adventure,family,fantasy",6.2,129712,,,"matt lucas,james bobin,linda woolverton,lewis carroll,tim burton,danny elfman,lucy bevan",james bobin,"linda woolverton,lewis carroll",72.99309349882527
ask the storybots,tv-y,10,True,,82,ask the storybots,False,tvseries,False,24,"adventure,animation,comedy",8.5,1126,,,"jeff gill,gregg spiridellis,evan spiridellis,jim meskimen,nate theis,randy crenshaw,eric bauza","evan spiridellis,jacob streilein,colin lepper,jeff gill,ian worrel,kendall nelson","evan spiridellis,gregg spiridellis,nate theis,yang e. coutiño,craig kellman,erik weiner,eddie west,henock lebsekal,jacob streilein,jeff gill,john nugent,anthony holden,amanda mccann,scott emmons,colin lepper,andy ochiltree,jackson read",59.7321733693381
goldie & bear,tv-y,10,True,77.0,80,goldie & bear,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
little baby bum: nursery rhyme friends,tv-y,10,True,,82,little baby bum: nursery rhyme friends,False,tvseries,False,60,"animation,family,music",6.6,57,,,"chloe marsden,maría esnoz",unknown,unknown,26.798923869606366
tayo the little bus,tv-y,10,True,,82,tayo the little bus,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
antz,pg,60,True,80.0,80,antz,False,movie,False,83,"adventure,animation,comedy",6.5,168047,,,"dan aykroyd,eric darnell,tim johnson,todd alcott,chris weitz,paul weitz,aron warner,patty wooton,stan webb","eric darnell,tim johnson,lawrence guterman","todd alcott,chris weitz,paul weitz",78.20803205710662
chicken run,g,35,True,80.0,80,chicken run,False,movie,False,84,"adventure,animation,comedy",7.1,219747,,,"julia sawalha,phil daniels,lynn ferguson,tony haygarth,jane horrocks,benjamin whitrow,peter lord,nick park,karey kirkpatrick,mark burton,david sproxton,simon jacobs,andy maccormack,frank passingham,robert francis,tamsin parry,mark solomon,phil lewis","peter lord,nick park","peter lord,nick park,karey kirkpatrick,mark burton,john o'farrell",87.33168067120755
spy kids 3: game over,pg,60,True,64.0,80,spy kids 3: game over,False,movie,False,84,"action,adventure,comedy",4.4,69252,,,"daryl sabara,alexa penavega,robert rodriguez",robert rodriguez,robert rodriguez,49.04029567540789
annie,pg,60,True,68.0,80,annie,False,movie,False,127,"comedy,drama,family",6.6,51729,,,"aileen quinn,carol burnett,ann reinking,bernadette peters,geoffrey holder,roger minami,toni ann gisondi,rosanne sorrentino,john huston,carol sobieski,thomas meehan,martin charnin,ray stark,charles strouse,richard moore,michael a. stevenson,dale hennesy",john huston,"carol sobieski,thomas meehan,martin charnin,harold gray",71.63503487578389
mulan 2,g,35,True,85.0,80,mulan 2,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
lilo & stitch 2: stitch has a glitch,pg,60,True,85.0,80,lilo & stitch 2: stitch has a glitch,False,video,False,68,"animation,comedy,drama",6.2,20189,,,"chris sanders,tia carrere,david ogden stiers,kevin mcdonald,kunewa mook,jason scott lee,william j. caparella,holliston coleman,michael labash,tony leondis,eddie guzelian,alexa junge,christopher chase,jamie thomason,dennis greco,nicole psalidas","michael labash,tony leondis","tony leondis,michael labash,eddie guzelian,alexa junge,michael lucker",61.46024481010267
dreamworks shrek's swamp stories,tv-pg,70,True,56.0,80,dreamworks shrek's swamp stories,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
beverly hills chihuahua 3: viva la fiesta!,g,35,True,,82,beverly hills chihuahua 3: viva la fiesta!,False,video,False,89,"adventure,comedy,family",4.4,2650,,,"marcus coloma,briana lane,amanda fuller,michael lanahan,lev l. spiro,dana starfield,jeffrey bushell,heitor pereira,matthew v. ace colonna,craig stearns",lev l. spiro,"dana starfield,jeffrey bushell",34.683845707671715
dreamworks spooky stories: volume 2,tv-pg,70,True,,82,dreamworks spooky stories: volume 2,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
the magic school bus,tv-y,10,True,81.0,80,the magic school bus,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
sammy 2,tv-pg,70,True,,82,sammy 2,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
sofia the first,tv-y,10,True,82.0,80,sofia the first,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
barbie life in the dreamhouse,tv-g,35,True,85.0,80,barbie life in the dreamhouse,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
paddington,pg,60,True,70.0,80,paddington,False,movie,False,95,"adventure,comedy,family",7.3,148420,,,"hugh bonneville,tim downie,madeleine worrall,lottie steer,theresa watson,paul king,hamish mccoll,michael bond,gary williamson",paul king,"paul king,hamish mccoll,michael bond",86.9269991967064
larva,tv-g,35,True,,82,larva,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
sid the science kid,tv-y,10,True,,82,sid the science kid,False,tvseries,False,27,"animation,comedy,family",5.5,1054,,,"drew massey,victor yerrid,mia ella mimica,alice dinnean,julianne buescher,donna kimball,alon williams,sonya leslie","hugh martin,katy garretson,brian henson,kirk r. thatcher,allan trautman,dean gordon,david gumpel,greg v. fera,camilla calamandrei","elise allen,joe ansolabehere,craig bartlett,alice dinnean,michael foulke,keith kaczorek,jim lewis,sascha paladino,corey powell,joseph purdy,adam rudman,eric shaw,will shepard,bradley zweig",38.28712825250592
minions,pg,60,True,96.0,80,minions,False,tvepisode,False,30,"comedy,family",7.8,6,2,5,"dane boedigheimer,spencer grove",dane boedigheimer,"dane boedigheimer,spencer grove",15.178099162631442
minions,pg,60,True,96.0,80,minions,False,movie,False,91,"adventure,animation,comedy",6.4,274391,,,"jon hamm,pierre coffin,jennifer saunders,kyle balda,brian lynch,janet healy,christopher meledandri,heitor pereira,claire dodgson,eric guillon","kyle balda,pierre coffin",brian lynch,80.14280332729547
the little prince,pg,60,True,71.0,80,the little prince,False,movie,False,108,"adventure,animation,comedy",7.6,69316,,,"mackenzie foy,riley osborne,bud cort,ricky gervais,mark osborne,irena brignull,bob persichetti,antoine de saint-exupéry,dimitri rassam,aton soumache,alexis vonarb,richard harvey,celine desrumaux,lou romano",mark osborne,"irena brignull,bob persichetti,antoine de saint-exupéry",84.71298553658147
the little prince,pg,60,True,71.0,80,the little prince,False,movie,False,30,drama,7.8,6,,,anja pirling,anja pirling,unknown,15.178099162631442
the little prince,pg,60,True,71.0,80,the little prince,False,movie,False,49,documentary,8.0,5,,,"maurice nuiten,nicky maas,anja pirling",nicky maas,"nicky maas,anja pirling",14.33407575382444
word party,tv-y,10,True,,82,word party,False,tvseries,False,11,"animation,family",5.5,406,,,"victor yerrid,dorien davies,donna kimball,john tartaglia,alon williams,patina miller,arthur casas,elizabeth roberts,alex rockwell","bret nelson,michael shawn lewis,david skelly,jason devilliers,brian henson","michael foulke,alex rockwell,sindy mckay,marcy brown,dennis haley,ryan toyama,victor yerrid,donna kimball,dorien davies,ashley griffis,christie insley,judy rothman rofé,katherine e. lewis,john tartaglia",33.04847251993427
cool runnings,pg,60,True,81.0,80,cool runnings,False,movie,False,98,"adventure,comedy,family",7.0,118352,,,"leon,doug e. doug,rawle d. lewis,malik yoba,peter outerbridge,paul coeur,larry gilman,charles hyatt,jon turteltaub,lynn siefert,michael ritchie,tommy swerdlow,michael goldberg,dawn steel,chemin sylvia bernard,stephen marsh",jon turteltaub,"lynn siefert,michael ritchie,tommy swerdlow,michael goldberg",81.76998874214324
homeward bound: the incredible journey,g,35,True,96.0,80,homeward bound: the incredible journey,False,movie,False,84,"adventure,comedy,drama",7.0,53641,,,"don ameche,don alder,ed bernard,kevin chevalia,anne christianson,ted d'arms,woody eney,kim greist,duwayne dunham,sheila burnford,caroline thompson,linda woolverton,franklin r. levy,reed smoot,jonathan p. shaw,susan bluestein,marsha shoenman",duwayne dunham,"sheila burnford,caroline thompson,linda woolverton",76.23061335615796
anastasia,g,35,True,93.0,80,anastasia,False,movie,False,94,"adventure,animation,drama",7.2,142369,,,"hank azaria,bernadette peters,rick jones,don bluth,gary goldman,susan gauthier,bruce graham,bob tzudiker,noni white,david newman,bob bender,fiona trayler,michael peraza jr.","don bluth,gary goldman","susan gauthier,bruce graham,bob tzudiker,noni white,eric tuchman",85.4365289875761
anastasia,g,35,True,93.0,80,anastasia,False,video,False,48,"animation,family",4.7,1030,,,"corey burton,cam clarke,scott mcneil,charles martinet,libby hinson,diane paloma eskenazi,lowell alexander",diane paloma eskenazi,"libby hinson,charles martinet",32.60993707487972
missione hamburger,pg,60,True,75.0,80,missione hamburger,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
curious george,g,35,True,55.0,80,curious george,False,movie,False,87,"adventure,animation,comedy",6.5,18940,,,"eugene levy,timyra-joi beatty,christopher chen,alexander gould,matthew o'callaghan,ken kaufman,mike werb,margret rey,h.a. rey,ron howard,david kirschner,jon shapiro,heitor pereira",matthew o'callaghan,"ken kaufman,mike werb,margret rey,h.a. rey",64.01904706376882
curious george,g,35,True,55.0,80,curious george,False,tvseries,False,30,"adventure,animation,comedy",7.2,4198,,,"rob paulsen,kath soucie,joe fallon","scott heming,andrei svislotski,cathy malkasian,jeff mcgrath,davis doi,frank marino,dean criswell,steve socki,frank molieri,kevin johnson,geoff adams","h.a. rey,margret rey,joe fallon,raye lankford,chuck tately,sherri stoner,ken scarborough,melissa berg,kay christianson-donmyer,lazar saric,bruce akiyama,jeff goode,peter k. hirsch,john loy,deanna oliver,ron holsey,scott gray,sandra willard,craig miller,kathy waugh,peter ferland,cooper sweeney,michael maurer,bill burnett,jessica honor carleton,christine ecklund,glen berger,elana lesser,cliff ruby,scott cameron,diane kredensor,gentry menzel,cusi cram,peter bakalian,ross canter,matt hoverman,jonathan greenberg,angela salt,mark purdy,karl geurs,george arthur bloom,dietrich smith,ken pontac,bart coughlin,catherine lieuwen,grant moran,holly huckins,matthew baughman,justin b. tolley,jana howington,craig carlisle,sarah katin,nakia trower shuman,p. kevin strader,lauren strasburger,sindy boveda-spackman,adam rudman,frederick stroppel",60.066732100926195
secret of the wings,g,35,True,65.0,80,secret of the wings,False,movie,False,75,"animation,family,fantasy",7.0,15361,,,"lucy liu,raven-symoné,megan hilty,angela bartys,matt lanter,peggy holmes,bobs gannaway,ryan rowe,tom rogers","peggy holmes,bobs gannaway","bobs gannaway,peggy holmes,ryan rowe,tom rogers",67.4775654459104
secret of the wings,g,35,True,65.0,80,secret of the wings,False,tvepisode,False,30,"documentary,family",7.8,6,,,andy meyers,andy meyers,unknown,15.178099162631442
clifford the big red dog,tv-y,10,True,,82,clifford the big red dog,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
walt disney animation studios short films collection,tv-g,35,True,84.0,80,walt disney animation studios short films collection,False,video,False,89,"adventure,animation,comedy",7.6,952,,,"nathan greno,byron howard,katie lowes,raymond s. persi,roger allers,mark henn,lauren macmullan,ed gombert,kevin harkey,nancy kruse,tamara boutcher,dorothy mckim,michael giacchino,jessica ambinder-rojas,andrew edward harkness","roger allers,mark henn,lauren macmullan","roger allers,ed gombert,kevin harkey,nancy kruse,lauren macmullan,burny mattinson,marc smith",52.133073267771934
bunk'd,tv-g,35,True,61.0,80,bunk'd,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
the bfg,pg,60,True,97.0,80,the bfg,False,tvepisode,False,30,talk-show,7.8,6,,,unknown,unknown,unknown,15.178099162631442
the bfg,pg,60,True,97.0,80,the bfg,False,movie,False,117,"adventure,family,fantasy",6.3,96843,,,"mark rylance,ruby barnhill,bill hader,adam godley,michael adamthwaite,steven spielberg,melissa mathison,roald dahl,sam mercer",steven spielberg,"melissa mathison,roald dahl",72.32939730730176
the real ghostbusters,tv-y7,41,True,65.0,80,the real ghostbusters,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
babe: pig in the city,g,35,True,,82,babe: pig in the city,False,movie,False,97,"adventure,comedy,drama",5.9,36796,,,"magda szubanski,mary stein,danny mann,nathan kress,george miller,judy morris,mark lamprell,dick king-smith",george miller,"george miller,judy morris,mark lamprell,dick king-smith",62.027712434659406
the prince of egypt,pg,60,True,81.0,80,the prince of egypt,False,movie,False,99,"adventure,animation,drama",7.2,155638,,,"brenda chapman,steve hickner,simon wells,philip lazebnik,nicholas meyer,penney finkelman cox,sandra rabins","brenda chapman,steve hickner,simon wells","philip lazebnik,nicholas meyer",86.07812041435912
paulie,pg,60,True,,82,paulie,False,movie,False,91,"adventure,comedy,drama",6.5,16900,,,"tony shalhoub,bruce davison,hallie eisenberg,john roberts,laurie craig,john debney",john roberts,laurie craig,63.27833245992848
the road to el dorado,pg,60,True,91.0,80,the road to el dorado,False,movie,False,89,"adventure,animation,comedy",6.9,114497,,,"rosie perez,elijah chiang,bibo bergeron,don paul,ted elliott,terry rossio,karey kirkpatrick,philip lazebnik,bonne radford,vicki hiatt,dan molina,lynne southerland,christian schellewald","bibo bergeron,don paul,jeffrey katzenberg","ted elliott,terry rossio,karey kirkpatrick,philip lazebnik",80.37335717856729
the road to el dorado,pg,60,True,91.0,80,the road to el dorado,False,tvepisode,False,30,talk-show,7.8,6,1,35,unknown,unknown,unknown,15.178099162631442
fantasia 2000,g,35,True,,82,fantasia 2000,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
pocahontas ii: journey to a new world,tv-g,35,True,64.0,80,pocahontas ii: journey to a new world,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
fantasia,g,35,True,61.0,80,fantasia,True,movie,False,124,"animation,family,fantasy",7.7,108298,,,"leopold stokowski,deems taylor,corey burton,tim matheson,julietta novis,joe grant,dick huemer,lee blair,elmer plummer","james algar,samuel armstrong,ford beebe jr.,norman ferguson,david hand,jim handley,t. hee,wilfred jackson,hamilton luske,bill roberts,paul satterfield,ben sharpsteen","joe grant,dick huemer,lee blair,elmer plummer,phil dike,sylvia moberly-holland,norman wright,bianca majolie,graham heid,perce pearce,carl fallberg,william martin,leo thiele,robert sterner,john mcleish,otto englander,webb smith,erdman penner,joseph sabo,bill peet,vernon stallings,campbell grant,arthur heinemann",89.26341423488805
an american tail,g,35,True,67.0,80,an american tail,False,movie,False,80,"adventure,animation,comedy",6.9,60188,,,"erica yohn,nehemiah persoff,amy green,phillip glasser,john finnegan,will ryan,pat musick,don bluth,david kirschner,judy freudberg,tony geiss,gary goldman,john pomeroy,dan molina,lynda gordon",don bluth,"david kirschner,judy freudberg,tony geiss",75.93618974340335
pooh's grand adventure: the search for christopher robin,g,35,True,,82,pooh's grand adventure: the search for christopher robin,False,video,False,76,"adventure,animation,comedy",7.0,7099,,,"john fiedler,andre stojka,frankie j. galasso,karl geurs,a.a. milne,carter crocker,jamie thomason",karl geurs,"a.a. milne,karl geurs,carter crocker",62.07495044120584
ferngully 2: the magical rescue,g,35,True,,82,ferngully 2: the magical rescue,False,video,False,75,"adventure,animation,comedy",4.4,1817,,,"connie champagne,holly conner,laura erlich,harry joseph,gary martin,digory oaks,phil robinson,richard tulloch,diana young,chris fink,carol hughes,richard harper,jeffrey kahan,brian rosen,nerida tyson-chew","phil robinson,david marshall","richard tulloch,diana young,chris fink,carol hughes",33.02416600884467
balto 2: wolf quest,g,35,True,,82,balto 2: wolf quest,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
balto,g,35,True,64.0,80,balto,False,movie,False,78,"adventure,animation,drama",7.1,50268,,,"phil collins,jack angel,danny mann,robbie rist,juliette brewer,sandra dickinson,simon wells,cliff ruby,elana lesser,david steven cohen,roger s.h. schulman,steve hickner,robert litvak,hans bacher",simon wells,"cliff ruby,elana lesser,david steven cohen,roger s.h. schulman",76.85852143375172
back to the secret garden,g,35,True,,82,back to the secret garden,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
the brave little toaster goes to mars,g,35,True,,82,the brave little toaster goes to mars,False,video,False,73,"adventure,animation,family",5.5,1906,,,"deanna oliver,timothy stack,roger kabler,andy milder,redmond o'neal,robert c. ramirez,thomas m. disch,jerry rees,joe ranft,willard carroll,john bush","robert c. ramirez,patrick a. ventura","thomas m. disch,jerry rees,joe ranft,willard carroll",41.5430763308023
the brave little toaster to the rescue,g,35,True,,82,the brave little toaster to the rescue,False,video,False,74,"adventure,animation,family",6.1,1957,,,"roger kabler,deanna oliver,timothy stack,andy milder,danny nucci,robert c. ramirez,patrick a. ventura,thomas m. disch,jerry rees,joe ranft,willard carroll,john bush","robert c. ramirez,patrick a. ventura","thomas m. disch,jerry rees,joe ranft,willard carroll",46.23604082085178
an american tail: the mystery of the night monster,g,35,True,,82,an american tail: the mystery of the night monster,False,video,False,78,"adventure,animation,family",5.7,1518,,,"nehemiah persoff,pat musick,larry latham,david kirschner,len uhley",larry latham,"david kirschner,len uhley",41.75710276479591
an american tail: fievel goes west,g,35,True,,82,an american tail: fievel goes west,False,movie,False,75,"adventure,animation,family",6.5,29448,,,"john cleese,phillip glasser,erica yohn,cathy cavadini,nehemiah persoff,jack angel,phil nibbelink,simon wells,david kirschner,charles swenson,flint dille,steven spielberg,nick fletcher","phil nibbelink,simon wells","david kirschner,charles swenson,flint dille",66.88769901219793
the last unicorn,g,35,True,,82,the last unicorn,False,movie,False,92,"adventure,animation,drama",7.3,31632,,,"tammy grimes,robert klein,paul frees,rene auberjonois,jules bass,arthur rankin jr.,peter s. beagle,tomoko kida","jules bass,arthur rankin jr.",peter s. beagle,75.64227995680614
brother bear 2,g,35,True,57.0,80,brother bear 2,False,video,False,74,"adventure,animation,comedy",6.1,21809,,,"patrick dempsey,rick moranis,dave thomas,wendie malick,ben gluck,rich burns,jim ballantine,jamie thomason,james aaron finch",ben gluck,"rich burns,ben gluck",60.93975554109362
the fox and the hound 2,g,35,True,,82,the fox and the hound 2,False,video,False,69,"adventure,animation,comedy",5.1,6441,,,"reba mcentire,harrison fahn,jim kammerud,rich burns,roger s.h. schulman,ferrell barron,jamie thomason,bill perkins",jim kammerud,"rich burns,daniel p. mannix,roger s.h. schulman",44.73003108244483
jetsons: the movie,g,35,True,,82,jetsons: the movie,False,movie,False,82,"animation,comedy,family",5.5,5954,,,"tiffany,don messick,patti deutsch,iwao takamoto,joseph barbera,william hanna,dennis marks,carl sautter,john debney,gil iverson,tim iverson,greg watson","iwao takamoto,joseph barbera,william hanna,richard williams","dennis marks,carl sautter",47.805925649841704
a monster in paris,pg,60,True,,82,a monster in paris,False,movie,False,90,"adventure,animation,comedy",6.7,23547,,,"sébastien desjours,sophie arthuys,bibo bergeron,stéphane kazandjian,pascal chevé,françois moret",bibo bergeron,"stéphane kazandjian,bibo bergeron",67.44753433999261
the gruffalo,tv-y,10,True,,82,the gruffalo,False,tvmovie,False,27,"animation,family,fantasy",7.5,8187,,,"sam lewis,phoebe givron-taylor,max lang,jakob schuh,julia donaldson,axel scheffler,michael rose,man arenas","max lang,jakob schuh","julia donaldson,axel scheffler,jakob schuh,max lang",67.57818710085886
dreamworks how to train your dragon legends,tv-pg,70,True,,82,dreamworks how to train your dragon legends,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
ernest & celestine,pg,60,True,,82,ernest & celestine,False,movie,False,80,"adventure,animation,comedy",7.8,23401,,,"pauline brunner,léonard louf,stéphane aubier,vincent patar,benjamin renner,daniel pennac,gabrielle vincent,didier brunner,henri magalon,vincent courtois,fabienne alvarez-giro,zaza,zyk","stéphane aubier,vincent patar,benjamin renner","daniel pennac,gabrielle vincent",78.47249878867544
animaniacs,tv-y7,41,True,72.0,80,animaniacs,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
disney animation collection: vol. 4: the tortoise and the hare,tv-g,35,True,,82,disney animation collection: vol. 4: the tortoise and the hare,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
poppixie,tv-g,35,True,,82,poppixie,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
jack and the cuckoo-clock heart,pg,60,True,,82,jack and the cuckoo-clock heart,False,movie,False,94,"adventure,animation,drama",6.9,7829,,,"mathias malzieu,olivia ruiz,grand corps malade,babet,marie vincent,emily loizeau,dionysos,coralie rose","stéphane berla,mathias malzieu",mathias malzieu,61.86345274399546
the pirate fairy,g,35,True,57.0,80,the pirate fairy,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
axel: the biggest little hero,pg,60,True,,82,axel: the biggest little hero,False,movie,False,80,"adventure,animation,comedy",4.4,159,,,"matthew lillard,marc thompson,jeffrey hylton,leo lee,michael shear,leilei hu,chuntao guo",leo lee,"leo lee,michael shear,jeffrey hylton",22.33076478702884
the adventures of figaro pho,tv-y7,41,True,,82,the adventures of figaro pho,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
the boxcar children,g,35,True,,82,the boxcar children,False,movie,False,86,"adventure,animation,family",6.5,670,,,"mackenzie foy,audrey wasilewski,daniel chuba,mark a.z. dippé,justin merz,zach strauss,gertrude chandler warner","daniel chuba,mark a.z. dippé,kyungho jo","justin merz,zach strauss,gertrude chandler warner",42.30699939031593
pet pals in windland,tv-g,35,True,,82,pet pals in windland,False,movie,False,80,"adventure,animation,family",5.9,92,,,"michael colasurdo,sergio manfio,francesco manfio,rebecca de lancastre,anna manfio",sergio manfio,"francesco manfio,sergio manfio,rebecca de lancastre,anna manfio,davide stefanato,anna sperati",26.742337009604213
alpha and omega: dino digs,tv-g,35,True,,82,alpha and omega: dino digs,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
quackerz,pg,60,True,,82,quackerz,False,movie,False,81,"adventure,animation,comedy",4.3,757,,,"jesse corti,enn reitel,bruce nozick,viktor lakisov,jin cai,john t. mickevich,vadim sveshnikov,fang fang,yunzhong guo,zhuang wang",viktor lakisov,"jin cai,viktor lakisov,john t. mickevich,vadim sveshnikov,vera sveshnikova-vaskovich,bob underwood,qingyu zhao,vsevolod zorin",28.511938558262198
hatched,tv-y7,41,True,,82,hatched,False,movie,False,71,animation,5.8,92,,,"cam clarke,danielle judovits,michael mcconnohie,xu kerr,xiao gu,seth walther,sam chen,lu hua",xu kerr,"xiao gu,xu kerr,seth walther",26.289077060288886
blinky bill: the movie,pg,60,True,,82,blinky bill: the movie,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
ferngully: the last rainforest,g,35,True,70.0,80,ferngully: the last rainforest,False,movie,False,76,"adventure,animation,family",6.6,35943,,,"jonathan ward,tommy chong,bill kroyer,jim cox,diana young,peter faiman,wayne young,gillian l. hutshing",bill kroyer,"jim cox,diana young",69.23213517494997
the lizzie mcguire movie,pg,60,True,,82,the lizzie mcguire movie,False,movie,False,94,"adventure,comedy,family",5.6,43715,,,"hilary duff,adam lamberg,clayton snyder,hallie todd,robert carradine,jake thomas,ashlie brillault,alex borstein,yani gellman,brendan kelly,jim fall,susan estelle jansen,ed decter,john j. strauss,terri minsky,stan rogow",jim fall,"susan estelle jansen,ed decter,john j. strauss,terri minsky",59.838628902060755
recess: taking the fifth grade,g,35,True,,82,recess: taking the fifth grade,False,video,False,62,"animation,comedy,family",6.7,2490,,,"myles jeffrey,courtland mead,howy parkins,elijah aron,bart jennett",howy parkins,"elijah aron,bart jennett",52.396944752256616
