tconst	directors	writers
tt24068194	nm11404456	\N
tt24083910	nm3232532	nm3233221
tt24132624	nm12433536	nm14094066,nm2390748,nm8883096
tt2414542	nm1131716	\N
tt2415500	\N	\N
tt24175094	nm3416937	nm3416937,nm13694615
tt24177000	nm4097336	nm5286019
tt24216516	nm4794645	nm4794645
tt2422212	nm2278332	nm2278332
tt24230324	\N	\N
tt24241020	nm7799956	nm7799956,nm14330271
tt24249198	\N	\N
tt2425940	nm1100152	nm4298935,nm4078056
tt2427084	\N	nm1135031,nm1577445
tt2427220	nm0876448,nm0884659,nm0672873,nm0531815,nm0007093,nm1164755,nm0668887,nm0059570,nm0933002,nm1732975,nm0372072,nm0758949,nm0093322,nm0247123,nm1353167,nm0492722,nm0941189	nm0076708,nm0374289,nm1247462,nm0550158,nm0688943,nm0061541,nm2136937,nm0819487,nm2261052,nm0975294,nm3900512,nm3818666,nm4351441,nm7895968,nm4433634,nm0583292,nm1231249,nm0695112,nm0006450
tt2429622	nm1100152,nm5532130	nm0278031,nm4298935
tt2429624	nm2255926,nm5532130	nm0278031,nm4298935,nm2796524
tt2431438	nm0905154,nm0905152,nm0574625,nm0878756,nm0321922	nm0833089,nm0905154,nm0905152,nm3097752,nm3290967
tt24318780	nm8797158	nm13082032,nm12401076,nm12860168,nm14334096
tt2431960	nm2032969	nm2032969,nm3366764
tt2433250	nm4148483	nm4148483
tt2438550	\N	\N
tt2439874	\N	\N
tt2442616	nm3596048	\N
tt2445366	nm4912910	nm4912910,nm5317678
tt2445758	nm2760910,nm2278072	nm4184550,nm5318482,nm2760910
tt2446330	\N	nm5315615
tt2448812	nm3283598	\N
tt2450606	nm5320556	nm5320556,nm3994497,nm5320446
tt24512620	nm13866078	nm13866078
tt24515764	nm1558826	\N
tt2455700	nm8355673	nm8355673
tt2463304	nm5360024	nm5360024
tt2464900	\N	\N
tt2466748	\N	nm4074796
tt2469950	nm1034889	\N
tt2471180	nm5119030	nm5324144,nm5119030
tt2474548	\N	nm0821924
tt2474812	nm5325836,nm5381884	nm5325836
tt24759600	nm10528287	\N
tt24760144	\N	nm5737776,nm10911898
tt2477230	nm0124079,nm0005113,nm0101741,nm0923423,nm0779641,nm1392007,nm0431817,nm0095424,nm0004838,nm0235852,nm0424594,nm0592813,nm0603628,nm0151540,nm0393661,nm0509183,nm0000594,nm0552140,nm0587508,nm0192030,nm0165962,nm2151126,nm0007091	nm0431817,nm0007091,nm1499089,nm5606221,nm3969927,nm0308359,nm2749464,nm1335519,nm2109010,nm1064127,nm5002501,nm0491890,nm1068213,nm2636898,nm1376081,nm2637545,nm3434607,nm6845829,nm1768285,nm0568416,nm9213415,nm2799425
tt24807178	\N	\N
tt2481208	\N	nm1355577,nm0699372
tt24824706	\N	\N
tt2484364	nm2885244	\N
tt2486678	nm0505741	nm0505741
tt2492564	nm1083663	nm1083663
tt2493276	nm0195996	\N
tt24948692	nm14367445	nm14367447,nm14367446
tt24990716	\N	\N
tt2501868	nm3889718	nm3889718
tt2503038	nm0249892	nm0031080
tt25037228	\N	\N
tt2510782	nm1001103,nm4083350	nm1001103,nm4083350
tt2510894	nm0850733	nm0806912,nm0001191,nm0244110
tt2514026	nm3327122	nm2882223
tt25148516	nm3823670	nm3823670
tt25149222	nm14396446	\N
tt2516968	nm5415239	\N
tt2517162	nm3643266	\N
tt25177208	\N	nm4842884,nm3694772
tt25177240	nm13896234	\N
tt25177796	\N	nm1140531,nm0114150
tt25178278	\N	nm4808655,nm5809605,nm6030407,nm12585006,nm14084433,nm14084482,nm3295099,nm4052892
tt2519792	\N	nm5627407,nm3285454
tt2521668	nm1257259,nm0332639,nm0581081	nm5429784,nm1257259,nm4858186,nm2504314,nm0133028,nm0141127,nm1597664,nm2425150,nm0766635
tt25219370	nm0054504	nm0054504,nm3087392,nm1227825
tt2523678	\N	\N
tt2523920	\N	nm1758528
tt2526504	nm3523676	nm3609545
tt25273686	nm9535894	nm9535894
tt2529412	nm1494886	nm1494886,nm0482851,nm4212606
tt25305286	nm14405514	\N
tt2530566	nm0234157	\N
tt25363996	nm11628374	nm11628374
tt2537366	nm0000816	nm0000816
tt25386318	nm1836973	nm2719406,nm1375030,nm1544279,nm1377114,nm3053272,nm1941093
tt25389512	nm6554920	\N
tt25394226	nm0257775	nm0257775,nm3743367,nm0027733
tt2539618	nm0109586	nm1049066,nm0343403,nm0755866,nm16392376
tt25402744	nm3513211	\N
tt25419272	\N	\N
tt2542490	nm0654475	\N
tt2543312	nm0002728,nm0476201,nm0902939,nm0003306,nm2385621,nm0008971,nm2326979,nm0005303,nm3437456,nm0000750,nm0080601,nm0568192,nm0719307,nm0957197,nm0000530,nm1543747,nm0658823,nm0110644,nm0811611,nm3652021,nm4945419	nm3437456,nm4815022,nm2204730,nm0923738,nm0128663,nm0480806,nm1577092,nm0016539,nm0851266,nm0514011,nm1148042,nm0759167,nm3264196
tt2545384	nm1860624	nm1344057,nm1860624
tt2547370	\N	\N
tt25502502	nm5537613	nm14431564,nm5934890
tt25502842	\N	\N
tt2550874	nm1145996	nm1278275
tt2551566	\N	nm0532235
tt2555686	nm3496570	\N
tt2558946	nm4347302	\N
tt2559324	nm4249482	nm4249482
tt2559752	nm2617771	nm2617771
tt2560528	nm1564915	nm1564915
tt2560772	nm0164030	nm0310155
tt2562274	nm5194282	nm5194282,nm4923046
tt2562356	nm0234157	\N
tt2566580	nm1010592	nm0921043
tt2567026	nm0090386	nm0941314,nm0140902
tt2568694	nm3330371	nm3330371
tt2569028	nm3988790	nm3988790
tt25728364	\N	\N
tt2574944	nm0858804	nm5423336,nm0858804
tt2575268	nm1911138	nm1911138
tt25753626	nm5150067	nm13682460
tt2575740	nm7045165,nm1729096	nm0445958,nm1727762,nm1689260,nm9462453,nm7948282,nm8626830,nm2898305,nm4855389
tt2575962	nm3633567	nm3633567,nm4019492,nm5422812
tt2577742	nm0797520,nm4932106	nm0797520,nm4932106,nm4937179
tt25785138	\N	\N
tt25785616	nm7922392	nm14301927
tt2580294	\N	\N
tt25808714	\N	\N
tt25809922	\N	nm4842884,nm3694772
tt2582052	nm2620204	nm2620204
tt2582510	nm2838316	nm2838316
tt2582576	nm2036500	nm2532249
tt2584188	nm1020420,nm2403535	nm2403535
tt2592300	nm0592262	nm0592262
tt2595074	nm4363430	nm4363430,nm5511418,nm5447931,nm3297584
tt2595924	nm5442624	nm5443631
tt25967616	\N	\N
tt25967876	\N	\N
tt25968622	nm11669470	nm11669471
tt2605040	\N	\N
tt2606026	nm5231277	nm5231277
tt2607700	nm5445664	nm5445664
tt26083996	nm3272029	\N
tt2613028	\N	\N
tt2613974	\N	\N
tt2614804	nm2432804	nm2432804
tt2620898	\N	nm4889845
tt2621196	\N	\N
tt26229000	nm5145828	\N
tt26232042	nm3067438	nm3067438
tt26234396	nm5971415	nm5971415
tt2623488	nm0640964	nm0640964,nm1812944,nm0166498
tt26238474	nm3034178	nm4952700,nm1168067,nm8926510
tt26245650	nm4702328	nm4702328,nm0064530,nm7875326,nm0689724
tt26245794	nm2623669	nm2623669
tt26246546	nm0211523	nm0049569,nm0937725,nm1541762,nm0842478,nm11555726,nm8072612,nm5594547,nm9003039
tt2625382	nm5463964	nm5463964
tt26254308	\N	\N
tt26254702	\N	\N
tt2632424	nm0368602,nm0342603,nm0402493,nm1168394,nm0027051,nm0385151,nm0194299,nm0508883,nm0343687,nm0021592,nm0604784,nm0404882,nm0236173,nm0362734,nm1234893,nm0733227,nm0191697,nm2179037,nm0319171,nm0124991,nm0877427,nm0220049,nm0833191,nm0312790,nm0791381,nm0192030,nm0052059,nm0126032,nm0675460,nm0780825,nm0795223	nm0687096,nm3468606,nm0532880,nm5037846,nm6092900,nm1114909,nm3203924,nm1835160,nm2050777,nm3438218,nm3014597,nm3141961,nm2696778,nm3401493,nm1061887,nm1801321,nm1344603,nm0509340,nm4794777,nm1294424,nm5086817
tt26342657	nm14478687	nm14478687
tt26345195	nm7991774	nm14479993,nm14479994
tt2638018	nm0706173	\N
tt26392714	nm11002948	nm11002948
tt2641074	nm3276076	\N
tt2641678	nm3241556	nm0043423,nm0020150,nm1061079,nm0270467,nm5706588
tt2644032	nm2282498,nm1061371,nm1416001,nm2262791,nm1149843	nm10645368,nm0341297,nm2096072,nm1049091,nm0825620,nm4333819
tt26454323	nm7381138	nm7381138
tt26456409	nm13753817	nm13753817
tt26458307	\N	\N
tt26471216	nm14507309	nm14507309
tt2650038	\N	\N
tt2652134	nm0143984	nm0471392,nm1721648
tt2653860	nm4892975	nm4892975
tt26542844	\N	\N
tt26545316	nm2087284	nm7738527,nm7976249,nm5670417,nm6177378,nm2702814
tt2655746	nm0048814	nm0384058
tt2658616	nm2007065	\N
tt26594786	\N	\N
tt26597529	nm9194736	nm9194736
tt26600215	nm1966253	nm1966253
tt2661044	nm0924693,nm1243057,nm0675894,nm0021772,nm0534850,nm0795288,nm9004217,nm0759950,nm0624423,nm2016145,nm0053434,nm0003802,nm0193738,nm0089885,nm0067090,nm0156838,nm0220049,nm0620576,nm1074029,nm2366079,nm0611983,nm0850102,nm0899485,nm1903768,nm1340738,nm0434320,nm4289392,nm1003202,nm1740015,nm2351144,nm0884218,nm1779916	nm0440790,nm1003202,nm1304613,nm6012871,nm6560134,nm5335115,nm4868455,nm2152831,nm3891867,nm2188444,nm2614269,nm0477230,nm6460667,nm1420267,nm1421040,nm2575780,nm0185805,nm0588005,nm1644576,nm0900599,nm1415004,nm2027168,nm1175237,nm1175413,nm2024486,nm0342057,nm0400957,nm0163639,nm1161545,nm0029556,nm6500163,nm0861674,nm0312663,nm0586922,nm2987059,nm1565392,nm6274136,nm6384672,nm2599843,nm1133966
tt2661078	nm0000916	nm1332931
tt26626803	nm2302136	nm3758935,nm4132979,nm3426198
tt26629080	\N	\N
tt26629266	nm13692691	nm14534200
tt26629743	nm2327564	nm14568863,nm1769857,nm1016235
tt2666246	nm0001411	nm0725935
tt2667562	nm0342603	nm0932078,nm0687096,nm3468606,nm5037846
tt26685491	nm14549581	nm14549581
tt26689176	nm2348190	nm4968161
tt26689656	\N	\N
tt2668996	nm4775406	nm4775406
tt2669012	nm1646346	nm4453604
tt26696391	nm0994299,nm1076816	nm0994299,nm1076816
tt26699394	nm5078602,nm1481746	nm5078602,nm1481746
tt26736388	\N	\N
tt2673892	\N	\N
tt26739337	nm0589284	nm5170522,nm1460452,nm7515210
tt2673972	nm4802543	nm4802543,nm4585708
tt26742672	nm13066053	nm13066055
tt26743766	nm4646219	nm4646219,nm6982468,nm14568152
tt26746808	nm2997640	nm14470698,nm4012501,nm7738527,nm3362594
tt26755040	nm8114618	\N
tt2676066	\N	\N
tt26760806	\N	\N
tt26761035	nm14559631	nm14559631
tt26761113	nm2099788	\N
tt2676742	\N	\N
tt26770591	nm2997640	nm14470698,nm4012501,nm7738527,nm3362594
tt26773693	nm0706430	\N
tt2678678	nm5508193,nm5507980	nm3482213,nm5508193,nm5507980
tt2679552	nm0601382	nm0443024,nm0936537
tt26895217	nm4552361	nm5048932,nm3099892,nm4518936,nm8608084
tt26903017	\N	\N
tt26925317	nm3619768	nm0007664,nm9922148,nm6440170,nm6086975,nm0856491,nm2754933
tt2699588	nm2673432	nm0341642,nm4017399,nm5515737
tt26997114	\N	\N
tt27008491	nm5364963,nm8805432	nm5364963,nm8805432
tt27042263	nm9174153	nm4502652
tt27054642	nm12847235	nm12847235
tt2707408	nm1223381,nm2129610,nm2036500,nm1319671,nm0622897,nm0655683,nm2239581	nm0076166,nm0104333,nm1215164,nm1321917,nm3370032,nm2834849,nm1465657,nm2210824,nm1010405,nm2027168,nm1208415,nm2024486,nm1025918,nm5404569,nm0628080,nm0008823,nm3016924,nm1469826,nm1383735,nm1123621,nm2050777,nm4546012,nm3438218,nm3103063,nm0248746,nm1852144
tt2707830	nm5522390,nm4541817	nm5522390,nm3614167,nm5522883
tt27078941	\N	\N
tt2708800	nm4512918	nm4512918
tt2709260	nm0913637	nm0381099,nm0565346
tt2709542	nm2354676	\N
tt2709768	nm0719208	nm0666791,nm0202425,nm0528244
tt2710394	nm0314104,nm0197700,nm0047425,nm0082748,nm1278887,nm0003022,nm0840075,nm0586539,nm0001227,nm0154819,nm0227192,nm1199954,nm0737517,nm0329183,nm0923768,nm0318795,nm1313340,nm0368602,nm0567680,nm0676671,nm0797869,nm0909568,nm0292468,nm0342603,nm0471862,nm2287980,nm0001726,nm0003080,nm2326979,nm0832369,nm0929360	nm0565220,nm1173204,nm1644576,nm0728353,nm1636644,nm4233062,nm5655249,nm7703735,nm0250668,nm0086194,nm0938861,nm0800464,nm0709921,nm1004604,nm0567166,nm0757218,nm1453801,nm1122793,nm1557867,nm0073766,nm0361912,nm2381405,nm0501890,nm0750313,nm2347938,nm1646565,nm0044828,nm0185805,nm2193073,nm0679037,nm6441160,nm2193988,nm7092221,nm2004589,nm0041179,nm0991367,nm1245501
tt27116851	nm8760192,nm8737291	nm8760192,nm8737291
tt27166013	nm14649260	nm14649260
tt2716778	nm1142073	nm0223294,nm0507714
tt27171918	nm1580740	nm0306042
tt27173790	\N	\N
tt27174655	\N	\N
tt27182639	nm14445278	nm14445278
tt2718458	nm3761558	nm4928419,nm4618760,nm2623459,nm3329016
tt27189568	nm14534817	nm14534817
tt27197388	nm4889656,nm6486830	\N
tt27199401	\N	\N
tt27200582	nm1448698	nm10557184,nm1448698
tt27202265	\N	\N
tt27202303	\N	\N
tt27202323	\N	\N
tt27203079	\N	\N
tt27203091	\N	\N
tt27203964	\N	nm1423190
tt27204539	nm14675799,nm14675800,nm14675797,nm14675798	nm7487222
tt27205817	\N	nm2202090,nm14700795
tt2721900	nm0727348	nm0299860,nm0727348,nm0031080
tt2723286	\N	\N
tt27236981	nm14680395,nm14682779	\N
tt2724212	nm1109137	nm1109137
tt27263084	nm5698383	nm3435366
tt2727516	\N	\N
tt27287350	nm5269807	nm5269807
tt2731386	nm0103490	\N
tt27329005	\N	\N
tt27329868	\N	\N
tt27331576	nm8273167,nm8007720	nm8273167
tt2734790	nm0757084	nm1441601
tt27351699	\N	\N
tt27352598	\N	nm4984854
tt27368123	nm10175336	nm10175336
tt27368255	\N	\N
tt2737858	nm4390010	nm5549182,nm5549023,nm5549134,nm5549171,nm5549133
tt27384630	\N	\N
tt27393729	nm1746948	nm0395275,nm0123434
tt2740024	nm0938347	nm1907608,nm0938347
tt2741602	nm0000530,nm0914368,nm0736200,nm0135864,nm0855613,nm0861250,nm0002696,nm0311514,nm1734368,nm0641343,nm0473936,nm0918811,nm0011876,nm1301530,nm0004610,nm4529807,nm0549685,nm1891662,nm0138620,nm0385151,nm0592813,nm0686853,nm0250267,nm0956910,nm0952352,nm0211523,nm0389972,nm4918462,nm2727412,nm0646895,nm0003167,nm0035060,nm0327064,nm0839660,nm0503598,nm0921464,nm0957198,nm0272704,nm0534850,nm0542642,nm0915400,nm0188929,nm0227781,nm0251032,nm0006853,nm0005116,nm0650304,nm0644204,nm0086745,nm0625065,nm2498204,nm0077878,nm1143132,nm1739200,nm1680892,nm0305423,nm3396371,nm1459109	nm0092578,nm5982142,nm6388970,nm0718600,nm3747549,nm3671877,nm2474120,nm1228961,nm6658731,nm6073302,nm8535351,nm10882742,nm0252014,nm4415526,nm2546421,nm1038181,nm4481526,nm2758981,nm10117266,nm1347078,nm0148723,nm3302615,nm0460567,nm1236705,nm5404569,nm4394882,nm5732221,nm0029646,nm0450597,nm2153286,nm0219693,nm2625327,nm0633425,nm0138620,nm0557266,nm0957003,nm1771603,nm1301503,nm0858686,nm0534954,nm0628548,nm0445931,nm0922388,nm0071299,nm0006902,nm1092388,nm0901557,nm2654215,nm14973342,nm9232333
tt27419352	nm4877653	nm7489840,nm12075661,nm12075660
tt27435239	nm0434320	nm0722274,nm10505162,nm9455294,nm10880837
tt27439107	\N	nm5263069
tt27442726	nm14728269	nm14728275,nm14728269
tt27468397	\N	\N
tt2748608	nm1604339,nm1720551,nm0324713,nm1791401,nm0406976,nm0138034,nm2899643,nm0629306,nm0234724,nm2490783,nm6882907,nm2093731,nm10373544,nm10364771,nm0755323	nm0278606,nm1227393,nm0469334,nm0283897,nm1940179,nm0418526,nm0389280,nm1227651,nm10423720,nm4183338,nm0767176,nm1737422,nm1355577,nm0886759,nm0410810,nm10421556
tt27488935	nm1793305	nm1793305
tt27492284	nm4910154	\N
tt2750002	nm0272472	nm1749042,nm0272472
tt2750326	nm4048044,nm4300765,nm4509208	nm4048044,nm4511391,nm4509208
tt2750868	\N	nm5095047
tt27513242	nm4778116	\N
tt2751358	nm4904460	nm4904460
tt2751672	nm1587079	nm1497264,nm1401697
tt2752220	nm0798793	nm0798793
tt27529474	\N	\N
tt27534112	nm9689077	nm9689077
tt27534114	nm9091731	nm9091731
tt2753936	nm2421117	nm2421117
tt27544237	\N	nm2862664
tt27558210	nm1404660	nm1404660,nm5299502,nm7961863
tt27563312	nm0802551	nm0802551
tt27566273	nm8116169	nm10460531
tt27566283	nm0909629	nm0909629
tt2756790	nm3898497	nm3898497
tt2757542	nm5561520	nm0004170,nm5561864,nm5561520,nm0277730
tt27576915	nm6800724	nm6800724
tt27576935	nm6800724	nm6800724
tt27579720	nm9014563	nm5171614,nm10500058,nm14858238,nm14858176,nm8703415
tt27586203	\N	\N
tt27589810	nm0285726	nm8495910
tt2759010	nm5561912	nm5561912
tt27598145	nm14387164	nm14387164
tt2760146	nm5565291	nm5565291
tt27610259	nm11554626,nm2612596	nm14822500,nm11554626
tt2761256	\N	nm5542223
tt27620994	\N	\N
tt27627919	nm1295563	nm1295563
tt2763248	nm1020420,nm1385433,nm0567345,nm0609109	nm0975297,nm1740334,nm1193002,nm1020744,nm0416893,nm1230805,nm1020912,nm0745274,nm2130161
tt2763954	nm5566445	nm5566445
tt27642285	nm4022968	nm4022968
tt27649903	nm8550357	nm8550357
tt27650341	nm13652196	\N
tt27661622	nm14814659	nm14814659
tt27673990	nm8254218,nm1323780,nm2750616	\N
tt27680024	nm6868200	nm6868200,nm1636916,nm1295563
tt27680268	nm13143244	nm13143244
tt27690001	nm3910594,nm5663642,nm6374112	nm3910594,nm5663642,nm6374112
tt27690286	\N	\N
tt27690403	nm14831126	nm14831131
tt2770568	nm5576394	nm5576394
tt27709062	nm0257845	nm0520702
tt2771984	nm5568813,nm5570786	nm5568813,nm5570786
tt2772522	\N	nm2539064
tt2772548	\N	nm2539064
tt27726613	\N	nm4627704,nm4589390
tt2772832	nm0837341	\N
tt27736130	nm14847870	nm14847870
tt27743013	\N	\N
tt27746382	nm1340435	nm1340435
tt27748994	\N	\N
tt27753093	nm2749526	\N
tt27753799	nm9205298,nm14870490	nm9205298
tt2776100	nm1965529,nm5889246,nm5578163,nm5576945	nm5889246,nm5578163,nm5576945,nm1965529
tt2778866	nm0251032	nm0958499,nm0364709
tt2780116	nm2471486	nm4875145
tt27805361	nm13404450,nm14741640,nm13404443,nm14446464	nm13404450,nm13404443,nm14446464,nm14446430
tt2780814	\N	\N
tt27812671	nm0414179	nm0688973
tt27817485	nm7606035	\N
tt2782152	\N	\N
tt27827604	nm14877102	nm3525669
tt27841619	nm14883265	nm14883265
tt2784208	nm5579719	nm5579719
tt27849186	nm5517019	nm5517019
tt27850466	nm13901826	nm13901826
tt27850479	nm14900540	\N
tt27851036	nm8061991	nm12466717,nm9711944
tt2785140	nm0003412	nm0060792
tt2785486	nm5223104	nm0863620
tt2785688	nm5458553	\N
tt27862648	nm7145447	nm7145447
tt2786406	nm4760676	nm4760676
tt2787986	nm2830632	nm0625491
tt27882389	nm14792103	nm14792103
tt2788526	nm0381817,nm1709820,nm1820873,nm0366935	nm0649460,nm0476064,nm0135184,nm0458807,nm0341297,nm0017447
tt2788732	nm1108007	nm1108007,nm2021909,nm0549393,nm0589316,nm0276039
tt27911424	\N	\N
tt27912130	nm5518916,nm2826643	nm7099504,nm2092525,nm0599088,nm0263070,nm9766487,nm9331414,nm1175877,nm1003823,nm3231144
tt27912525	nm3766090	nm3766090
tt27912528	nm3766090	nm3766090
tt27925677	\N	\N
tt2793346	nm0128225	nm0553104,nm2196148
tt2795260	nm1020420,nm1385433,nm0567345,nm0609109	nm0975297,nm1740334,nm1193002,nm1020744,nm0416893,nm1230805,nm1020912,nm0745274,nm2130161
tt27956475	\N	\N
tt2797438	nm2639951	nm2639951
tt2798200	nm0362734	nm0932078,nm0687096,nm3468606,nm3373340,nm1941358,nm5037846
tt27983468	nm0573732	nm0458439
tt2798800	nm3866625	nm3866625
tt27992196	nm11918540,nm11159458	nm11918540
tt27998687	nm7872193	nm13179321,nm12275677,nm14423517
tt28015571	nm13836576,nm13836575	nm13836576,nm13836575
tt28015677	\N	\N
tt2806870	nm4177512	nm3741595
tt28070142	\N	\N
tt2807658	\N	\N
tt2811464	\N	nm5542223
tt28129071	nm1054375	nm2109519
tt28133543	nm7743826	\N
tt28134275	nm1991549	nm1513910,nm2143612
tt28139926	\N	\N
tt28142928	nm13820588	nm13820588
tt28145120	nm8012292	nm8012292,nm5950470
tt28148034	\N	\N
tt28149366	\N	\N
tt2815202	nm1325758	nm1325758
tt28153173	nm14880375	nm14880375
tt28155931	nm4703897	nm4703897,nm15289077
tt28171842	nm4489117	nm4489117
tt2817246	nm0000536,nm0200380,nm0111845,nm1719186,nm0791381,nm0006878,nm0938490,nm0441899,nm0508883,nm0625065,nm0902939,nm0957198,nm0003802,nm0637497,nm0864936,nm0165962,nm0192478,nm0000408,nm1286069,nm0920950,nm0923330,nm0931660,nm0177512,nm0249046,nm0500666	nm0637497,nm0565441,nm5056311,nm3958656,nm6348062,nm0794252,nm3243635,nm3187279,nm1428524,nm0011882,nm0472568,nm1020914,nm0788481,nm0249046,nm0053322,nm0129325,nm4233943
tt28186283	nm14974078	nm14974078
tt2819004	nm5608260	nm5608260
tt2821866	nm4152063	nm4152063
tt28222347	nm9706344	\N
tt28223852	nm9557997	\N
tt2822644	nm2329145	\N
tt2822902	nm2515111	nm2515111
tt28235969	\N	\N
tt28237021	\N	\N
tt28239850	nm13576112	nm13576112
tt2825692	nm0926215	nm0069074,nm1453745,nm0770886,nm0136333
tt2826004	nm0003859	nm1463940,nm2243430,nm1016235
tt28264178	nm11536029	\N
tt28267579	nm7274752,nm7274751	nm7274752,nm7274751
tt28270387	nm7274752,nm7274751	nm7274752,nm7274751
tt28276791	nm13588995	nm15005934,nm13588995
tt2827744	nm2802539	nm2802539,nm4048044,nm2063694
tt28284616	nm4049976	\N
tt2828484	nm1543682	nm1543682
tt28310040	\N	\N
tt28313163	\N	\N
tt28319078	\N	nm16109033
tt28331888	\N	\N
tt28332408	\N	\N
tt28344714	nm12987275	nm12987275
tt28349785	nm4049976	nm2860250
tt28350328	nm4624974	\N
tt2836350	nm5502262	\N
tt28366983	\N	\N
tt2837250	nm1435762	nm2443263,nm1435762
tt28376898	\N	nm15051349
tt28377765	nm5382547	nm5382547
tt2838346	nm1131716	\N
tt28396506	nm15053992	\N
tt28406798	nm4966250	nm4966250
tt28412982	nm6764867	nm6764867
tt28416241	nm6764867	nm6764867
tt28419569	nm15055617	\N
tt28420257	\N	nm10379351
tt2842662	nm1667641	nm0002950
tt28447046	nm7583950	nm7583950,nm13190571
tt28448522	nm8283420	nm8283420
tt28455976	nm4147876	nm4147876
tt2847314	\N	nm5624745
tt28476738	nm13652196	\N
tt28482630	nm1792112	nm1792112
tt28483632	\N	\N
tt2849578	nm4514113	\N
tt2849638	nm4514113	\N
tt2849658	nm4514113	\N
tt28498956	nm15088239	nm15088239
tt28516436	\N	nm3113816
tt28522299	nm14004638	\N
tt28526885	\N	\N
tt28538458	nm14818726	nm14818726
tt28554872	nm3766090	nm3766090,nm3597657
tt28554877	nm3766090	nm3766090,nm3597657
tt28601109	nm7109429	nm12014796
tt28602801	nm3863233	nm3863233
tt28603275	nm1531945	\N
tt28606962	nm6180392	nm6180392
tt28610971	nm14641960	nm13106768
tt28611824	nm3059160	nm3059160
tt28612509	\N	\N
tt2861488	nm5639675	nm5639675
tt28633985	nm5578467	\N
tt28634843	nm9484885,nm8645382	nm4497617,nm7150055,nm5003012
tt28635837	nm14206546	nm14206546,nm14219149
tt28636110	nm0393234,nm3123366	nm0505741
tt28639311	nm15140378	nm15140378
tt28641100	\N	\N
tt28641322	\N	\N
tt28658288	nm2776242,nm1540978	\N
tt28659326	nm0951944	nm3739374
tt2866378	nm4964839	nm4964839
tt28666901	\N	\N
tt28679713	nm10503468	nm10503468
tt28680786	nm13422243	\N
tt28702388	\N	\N
tt2871178	nm1932747	nm5647350
tt2872016	nm4644980	nm4644980
tt2872746	nm4484899	nm4484899
tt28740776	nm13831462,nm11204312,nm5427926,nm12036706,nm0699389	nm10775814,nm11186889
tt28743094	nm6774388	nm6774388
tt28743099	nm6774388	nm6774388
tt28744145	\N	\N
tt2875494	nm2285694	\N
tt28759515	nm13584902	nm13584902
tt28767343	nm13836576,nm13836575	nm13836576
tt28770078	nm1245286	nm4311463,nm3716161,nm8247768,nm2392528,nm4887246
tt2877870	nm5649533	nm5649533
tt28812636	\N	\N
tt28818951	nm13033304	nm13033304
tt28833520	nm11513477	nm11513477
tt28839809	nm14431816	nm14431816
tt2884408	nm0272704	nm0594210
tt2885616	nm1273749	\N
tt28856779	\N	\N
tt28862062	nm14835927	nm14835927
tt2886402	nm0215241	nm8658758
tt2886888	nm0141448	\N
tt2891644	nm4695438	nm4695438
tt28932593	\N	\N
tt28940528	nm4544049,nm3271628,nm9627132	\N
tt28944961	nm7250301,nm13652962,nm13652965	nm7250301,nm13652962,nm13652965
tt2899728	\N	nm2474089
tt2904114	\N	\N
tt29045241	nm5150067	nm13682460
tt29081098	nm0733227	nm1646245,nm3855241,nm2481968
tt29103279	nm7016674	nm7016674
tt29117291	nm4277482	nm4277482
tt29141675	nm10256735	nm10256735
tt29168806	\N	nm12359871
tt29174671	\N	\N
tt29194742	\N	nm3452060
tt29195785	nm14731089	nm14731089
tt29196278	nm8640414	nm8640414,nm15270382
tt29207301	nm9575317	nm9575317,nm15271559
tt2922290	nm2468884	nm2468884,nm4810108
tt2923540	nm5071199,nm2684458,nm4821110,nm4820576,nm5071852,nm3919854	nm3892312,nm4820576,nm4821110,nm5110666
